SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
30,2016,09,26,54006473,36,10.3,-3276.8,15,0.01,0.04,4.038,4,0.66,2.12,-0.98,-0.95,0.24,0.32,-0.03,0.01,0,65535,,,0,-24503
31,2016,09,26,54007468,36,10.3,-3276.8,15,0.02,0.04,4.038,4,0.66,2.84,-1,-0.95,0.22,0.31,-0.04,0.02,0,65535,,,3,-24503
32,2016,09,26,54008470,36,10.2,-3276.8,13,0.04,0.08,4.038,4,0.66,5.94,-1.01,-0.97,0.15,0.27,-0.06,0.02,0,65535,,,0,8265
33,2016,09,26,54009469,36,10.2,-3276.8,13,0.01,0.07,4.038,4,0.66,4.62,-0.98,-0.96,0.16,0.26,-0.02,0.06,0,65535,,,0,8265
34,2016,09,26,54010471,36,10.1,-3276.8,13,0.01,0.02,4.038,3,0.66,2.12,-1,-0.96,0.21,0.26,-0.03,0.02,0,65535,,,0,8265
35,2016,09,26,54011469,36,10.1,-3276.8,13,0.01,0.02,4.038,3,0.66,11.32,-0.98,-0.95,0.21,0.26,-0.03,0.02,0,65535,,,0,8265
36,2016,09,26,54012471,36,10.2,-3276.8,14,0.02,0.04,4.038,2,0.66,6.72,-0.98,-0.95,0.21,0.3,-0.03,0.02,0,65535,,,0,8265
37,2016,09,26,54013471,0,10.2,-3276.8,15,0.03,0.07,4.038,3,0.8,6.1,-0.98,-0.95,0.25,0.32,-0.07,0.02,0,65535,,,0,-24503
38,2016,09,26,54014469,57,10.1,-3276.8,14,0.02,0.08,4.038,2,0.8,3.42,-0.98,-0.95,0.21,0.31,-0.1,0,0,65535,,,0,8265
39,2016,09,26,54015469,53,10.1,-3276.8,14,0.02,0.07,4.038,2,9.664,3.02,-0.98,-0.95,0.21,0.27,-0.1,0.02,0,65535,,,0,-24503
40,2016,09,26,54016471,51,10.3,-3276.8,14,0.03,0.18,4.038,3,9.664,1.38,-1.08,-0.78,0.21,0.33,-0.06,0.01,0,65535,,,0,8265
41,2016,09,26,54017469,51,10.3,-3276.8,14,0.01,0.12,4.038,2,0,0.6,-1.07,-0.89,0.21,0.31,-0.1,0.03,0,65535,,,0,8265
42,2016,09,26,54018469,50,10.8,-3276.8,14,0.01,0.03,4.038,2,0,4.8,-1,-0.96,0.21,0.28,-0.04,0,0,65535,,,0,8265
43,2016,09,26,54019469,50,10.8,-3276.8,13,0.01,0.06,4.038,2,9.284,5.46,-1,-0.96,0.21,0.28,-0.08,0.01,0,65535,,,0,8265
44,2016,09,26,54020469,42,10.9,-3276.8,13,0.01,0.02,4.038,2,9.284,3.04,-1,-0.95,0.2,0.26,-0.04,0,0,65535,,,0,8265
45,2016,09,26,54021469,38,10.9,-3276.8,13,0.01,0.04,4.038,2,8.544,1.32,-1.02,-0.96,0.2,0.27,-0.07,0.02,0,65535,,,0,8265
46,2016,09,26,54022471,36,11.3,-3276.8,13,0.02,0.08,4.038,2,8.544,5.92,-1.01,-0.95,0.21,0.27,-0.09,0.06,0,65535,,,0,8265
47,2016,09,26,54023469,36,11.3,-3276.8,14,0.02,0.06,4.038,2,4.664,6.1,-0.98,-0.96,0.21,0.28,-0.09,0.01,0,65535,,,0,8265
48,2016,09,26,54024469,35,12,-3276.8,14,0.01,0.04,4.038,2,4.664,2.8,-1,-0.95,0.21,0.28,-0.06,0.03,0,65535,,,0,8265
49,2016,09,26,54025471,35,12,-3276.8,14,0.01,0.04,4.038,2,0,1.2,-0.98,-0.95,0.22,0.28,-0.08,0.01,0,65535,,,0,8265
50,2016,09,26,54026471,35,12.6,-3276.8,14,0.02,0.04,4.038,2,0,0.56,-0.98,-0.95,0.21,0.28,-0.04,0.03,0,65535,,,0,8265
51,2016,09,26,54027469,35,12.6,-3276.8,14,0.01,0.04,4.038,2,0,4.4,-1,-0.95,0.22,0.28,-0.02,0.04,0,65535,,,0,8265
52,2016,09,26,54028469,35,13.1,-3276.8,15,0.01,0.06,4.038,2,0,4.26,-0.98,-0.95,0.24,0.31,-0.06,0.02,0,65535,,,0,8265
53,2016,09,26,54029471,35,13.1,-3276.8,15,0.01,0.03,4.038,2,0,2.9,-0.98,-0.95,0.24,0.32,-0.03,0.02,0,65535,,,0,-24503
54,2016,09,26,54030469,0,13.9,-3276.8,15,0.01,0.03,4.038,2,0.8,5.3,-1,-0.95,0.24,0.31,-0.03,0.03,0,65535,,,0,-24503
55,2016,09,26,54031471,0,13.9,-3276.8,15,0.01,0.1,4.038,1,0.8,2.86,-0.98,-0.95,0.24,0.3,-0.04,0.16,0,65535,,,0,8265
56,2016,09,26,54032469,0,14.3,-3276.8,15,0.01,0.02,4.038,1,0.8,5.62,-0.98,-0.95,0.24,0.3,-0.04,0.01,0,65535,,,3,-24503
57,2016,09,26,54033471,0,14.3,-3276.8,15,0.01,0.12,4.038,1,0.8,2.42,-0.98,-0.95,0.24,0.3,-0.2,0.01,0,65535,,,0,8265
58,2016,09,26,54034471,0,15,-3276.8,15,0.01,0.03,4.038,1,0.8,6.06,-1,-0.95,0.22,0.31,-0.03,0.02,0,65535,,,0,8265
59,2016,09,26,54035469,0,15,-3276.8,15,0.01,0.03,4.038,1,0.8,2.62,-0.98,-0.95,0.24,0.31,-0.03,0.02,0,65535,,,0,8265
60,2016,09,26,54036472,0,15.6,-3276.8,15,0.01,0.03,4.038,1,0.8,1.82,-1,-0.95,0.22,0.31,-0.04,0.01,0,65535,,,0,-24503
61,2016,09,26,54037472,65,15.6,-3276.8,15,0.01,0.03,4.038,1,0.8,1.08,-0.98,-0.95,0.22,0.31,-0.04,0.01,0,65535,,,0,-24503
62,2016,09,26,54038472,65,16.1,-3276.8,15,0.01,0.03,4.038,1,5.244,1.42,-0.98,-0.95,0.24,0.31,-0.04,0.01,0,65535,,,0,-24503
63,2016,09,26,54039471,57,16.1,-3276.8,15,0.01,0.03,4.038,1,5.244,0.74,-0.98,-0.95,0.22,0.3,-0.03,0.01,0,65535,,,0,-24503
64,2016,09,26,54040471,53,16.9,-3276.8,15,0.01,0.02,4.038,1,5.244,1.34,-1,-0.95,0.24,0.3,-0.04,0.01,0,65535,,,1,-24503
65,2016,09,26,54041471,51,16.9,-3276.8,15,0.01,0.04,4.038,1,5.244,2.88,-0.98,-0.95,0.22,0.31,-0.03,0.01,0,65535,,,1,-24503
66,2016,09,26,54042472,51,17.6,-3276.8,15,0.01,0.03,4.038,1,40.28,1.32,-1,-0.95,0.22,0.31,-0.04,0.02,0,65535,,,0,8265
67,2016,09,26,54043471,50,17.6,-3276.8,15,0.01,0.03,4.038,1,40.28,1.9,-0.98,-0.95,0.22,0.31,-0.04,0.01,0,65535,,,0,-24503
68,2016,09,26,54044471,50,18.2,-3276.8,15,0.01,0.12,4.038,1,39.3,2.06,-0.98,-0.95,0.21,0.28,-0.04,0.16,0,65535,,,0,-24503
69,2016,09,26,54045472,50,18.2,-3276.8,15,0.01,0.03,4.038,1,39.3,1.44,-0.98,-0.95,0.22,0.3,-0.03,0.01,0,65535,,,0,-24503
70,2016,09,26,54046471,42,19.1,-3276.8,15,0.01,0.03,4.038,1,39.3,3.1,-0.97,-0.95,0.22,0.3,-0.03,0.02,0,65535,,,1,-24503
71,2016,09,26,54047471,38,19.1,-3276.8,15,0.01,0.12,4.038,1,39.3,1.42,-0.98,-0.95,0.22,0.28,-0.2,0.01,0,65535,,,1,-24503
72,2016,09,26,54048472,36,19.9,-3276.8,15,0.01,0.12,4.038,1,39.3,1.14,-0.98,-0.95,0.22,0.28,-0.2,0.01,0,65535,,,1,-24503
73,2016,09,26,54049471,35,19.9,-3276.8,15,0.01,0.04,4.038,1,39.3,0.8,-0.98,-0.95,0.22,0.31,-0.04,0.01,0,65535,,,0,8265
74,2016,09,26,54050472,35,20.3,-3276.8,15,0.01,0.1,4.038,1,39.3,3.4,-0.98,-0.95,0.22,0.28,-0.19,0.02,0,65535,,,0,-24503
75,2016,09,26,54051472,35,20.3,-3276.8,15,0.01,0.03,4.038,1,39.3,2.04,-1,-0.95,0.22,0.3,-0.04,0.02,0,65535,,,0,8265
76,2016,09,26,54052472,35,21,-3276.8,15,0.01,0.03,4.037,1,34.86,2.98,-1.01,-0.95,0.22,0.31,-0.04,0.01,0,65535,,,0,8264
77,2016,09,26,54053472,35,21,-3276.8,15,0.01,0.03,4.037,1,34.86,2.34,-0.98,-0.93,0.21,0.31,-0.06,0.01,0,65535,,,0,-24504
78,2016,09,26,54054471,35,21.3,-3276.8,15,0.01,0.03,4.037,1,32.98,3.64,-0.98,-0.93,0.22,0.3,-0.03,0.02,0,65535,,,0,8264
79,2016,09,26,54055471,35,21.3,-3276.8,15,0.01,0.03,4.037,1,32.98,2.84,-0.98,-0.95,0.21,0.3,-0.04,0.02,0,65535,,,3,-24504
80,2016,09,26,54056472,35,21.3,-3276.8,15,0.01,0.03,4.037,1,32.98,1.7,-0.98,-0.96,0.21,0.28,-0.03,0.02,0,65535,,,0,8264
81,2016,09,26,54057471,35,21.3,-3276.8,14,0.01,0.03,4.037,1,32.98,1.18,-0.98,-0.95,0.24,0.3,-0.03,0.01,0,65535,,,0,-24504
82,2016,09,26,54058471,33,21.2,-3276.8,15,0.01,0.12,4.037,1,32.66,1.38,-0.98,-0.96,0.22,0.3,-0.2,0.02,0,65535,,,0,-24504
83,2016,09,26,54059472,33,21.2,-3276.8,15,0.01,0.02,4.037,1,32.66,1.4,-0.98,-0.95,0.22,0.28,-0.03,0.01,0,65535,,,0,-32696
84,2016,09,26,54060472,31,20.9,-3276.8,15,0.01,0.03,4.037,1,31.5,1.34,-0.98,-0.93,0.22,0.3,-0.03,0,0,65535,,,0,-32696
85,2016,09,26,54061471,30,20.9,-3276.8,15,0.01,0.02,4.037,1,31.5,1.14,-0.98,-0.95,0.22,0.28,-0.04,0.01,0,65535,,,3,-32696
86,2016,09,26,54062472,29,20.6,-3276.8,15,0.01,0.03,4.037,1,31.5,0.52,-1,-0.95,0.24,0.28,-0.03,0.01,0,65535,,,0,8264
87,2016,09,26,54063472,28,20.6,-3276.8,15,0.01,0.02,4.037,1,31.5,1.26,-0.98,-0.95,0.22,0.28,-0.04,0.01,0,65535,,,0,-32696
88,2016,09,26,54064471,29,20.1,-3276.8,15,0.02,0.03,4.037,1,31.5,0.66,-0.98,-0.96,0.21,0.3,-0.04,0.01,0,65535,,,0,-32696
89,2016,09,26,54065472,30,20.1,-3276.8,15,0.03,0.15,4.037,1,31.5,0.36,-0.98,-0.93,0.2,0.34,-0.12,0.14,0,65535,,,0,-32696
90,2016,09,26,54066477,31,19.6,-3276.8,15,0.02,0.06,4.037,1,31.5,1.28,-1,-0.96,0.21,0.3,-0.06,0.06,0,65535,,,0,-32696
91,2016,09,26,54067474,32,19.6,-3276.8,-14,0.01,0.03,4.037,1,31.5,0.54,-1,-0.95,0.21,0.3,-0.01,0.03,0,65535,,,3,-32696
92,2016,09,26,54068474,32,19.1,-3276.8,-14,0.02,0.03,4.037,1,0,0.24,-1,-0.95,0.22,0.28,-0.02,0.04,0,65535,,,3,-32696
93,2016,09,26,54069479,32,19.1,-3276.8,-14,0.01,0.07,4.037,1,0,0.1,-0.98,-0.95,0.21,0.32,-0.06,0.08,0,65535,,,3,-32696
94,2016,09,26,54070477,32,18.7,-3276.8,-14,0.01,0.02,4.037,1,0,0.04,-0.98,-0.95,0.21,0.27,-0.02,0.02,0,65535,,,3,-32696
95,2016,09,26,54071477,32,18.7,-3276.8,-14,0.01,0.03,4.037,1,0,0.02,-1,-0.96,0.21,0.27,-0.02,0.04,0,65535,,,3,-32696
96,2016,09,26,54072478,32,18.3,-3276.8,-14,0.01,0.03,4.037,1,0,0,-1,-0.95,0.21,0.28,-0.04,0.02,0,65535,,,3,-32696
97,2016,09,26,54073477,32,18.3,-3276.8,-14,0.01,0.02,4.037,1,0,0,-0.98,-0.96,0.21,0.27,-0.02,0.03,0,65535,,,3,-24504
98,2016,09,26,54074479,32,18.3,-3276.8,-15,0.03,0.03,4.037,1,0,5.58,-0.98,-0.95,0.21,0.27,-0.03,0.03,0,65535,,,3,-32696
99,2016,09,26,54075476,0,18.3,-3276.8,16,0.04,0.08,4.037,1,0.8,2.4,-0.98,-0.95,0.22,0.34,-0.03,0.03,0,65535,,,3,-32696
100,2016,09,26,54076479,57,18.3,-3276.8,19,0.09,0.1,4.037,1,0.8,1.34,-0.98,-0.93,0.26,0.4,-0.03,0.02,0,65535,,,3,-32696
101,2016,09,26,54077481,51,18.3,-3276.8,-12,0.29,0.37,4.037,2,9.524,0.74,-1.15,-0.78,0.1,0.46,-0.14,0.31,0,65535,,,1,-32696
102,2016,09,26,54078476,56,18.3,-3276.8,-13,0.13,0.51,4.037,2,9.524,0.42,-1.26,-0.78,-0.04,0.43,-0.38,0.44,0,65535,,,1,-32696
103,2016,09,26,54079480,58,18.3,-3276.8,13,0.17,0.4,4.037,3,9.524,0.26,-1.26,-0.79,0.12,0.45,-0.4,0.18,0,65535,,,0,8264
104,2016,09,26,54080481,59,18.5,-3276.8,11,0.18,0.33,4.037,3,9.524,0.16,-1.16,-0.79,0.13,0.36,-0.38,0.24,0,65535,,,0,-32696
105,2016,09,26,54081481,60,18.5,-3276.8,-4,0.23,0.43,4.037,6,11.604,0.12,-1.34,-0.62,-0.04,0.4,-0.14,0.18,0,65535,,,0,8264
106,2016,09,26,54082482,61,18.8,-3276.8,5,0.23,0.5,4.037,7,11.604,0.06,-1.4,-0.56,-0.32,0.33,-0.12,0.19,0,65535,,,0,8264
107,2016,09,26,54083481,61,18.8,-3276.8,7,0.09,0.4,4.037,8,9.604,0.02,-1.31,-0.78,-0.03,0.34,-0.13,0.04,0,65535,,,0,-32696
108,2016,09,26,54084481,61,19,-3276.8,8,0.03,0.14,4.037,8,9.604,0,-1,-0.95,0.12,0.22,-0.1,0.03,0,65535,,,0,-32696
109,2016,09,26,54085483,61,19,-3276.8,10,0.05,0.09,4.037,7,0,0,-1.01,-0.96,0.13,0.2,-0.14,-0.01,0,65535,,,0,8264
110,2016,09,26,54086481,61,18.9,-3276.8,12,0.03,0.09,4.037,7,0,0,-1,-0.95,0.16,0.21,-0.15,-0.07,0,65535,,,0,8264
111,2016,09,26,54087482,61,18.9,-3276.8,10,0.03,0.13,4.037,6,0,0,-1.12,-0.9,0.14,0.22,-0.16,-0.03,0,65535,,,0,8264
112,2016,09,26,54088480,61,18.5,-3276.8,10,0.03,0.07,4.037,6,0,0,-1.01,-0.96,0.09,0.19,-0.12,-0.01,0,65535,,,0,8264
113,2016,09,26,54089480,61,18.5,-3276.8,9,0.02,0.06,4.037,5,0,0,-1.01,-0.96,0.08,0.19,-0.08,-0.01,0,65535,,,0,8264
114,2016,09,26,54090480,61,18.5,-3276.8,9,0.01,0.03,4.037,4,0,0.04,-1,-0.96,0.09,0.18,-0.07,-0.01,0,65535,,,0,8264
115,2016,09,26,54091481,61,18.5,-3276.8,8,0.01,0.04,4.037,4,0.5,0.04,-1.01,-0.97,0.08,0.18,-0.08,-0.01,0,65535,,,0,8264
