SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
11,2016,09,26,59492063,87,6.2,-3276.8,-25,0.01,0.03,4.016,529,7.92,1.34,-0.96,-0.91,0.39,0.46,0.12,0.18,0,65535,,,1,-24507
12,2016,09,26,59493059,87,6.2,-3276.8,-26,0.04,0.06,4.016,455,7.92,0.62,-0.96,-0.9,0.4,0.49,0.09,0.18,0,65535,,,0,8261
13,2016,09,26,59494063,87,6.2,-3276.8,-27,0.02,0.07,4.016,397,7.92,2.86,-0.96,-0.86,0.43,0.51,0.12,0.18,0,65535,,,0,8261
14,2016,09,26,59495063,87,6.5,-3276.8,-27,0.01,0.04,4.016,344,7.92,1.92,-0.96,-0.87,0.4,0.49,0.13,0.18,0,65535,,,0,-24507
15,2016,09,26,59496063,87,6.5,-3276.8,-27,0.01,0.04,4.016,299,7.92,0.82,-0.96,-0.87,0.42,0.49,0.12,0.18,0,65535,,,0,8261
16,2016,09,26,59497064,87,7,-3276.8,-27,0.02,0.04,4.016,259,7.92,4.52,-0.96,-0.87,0.42,0.5,0.09,0.18,0,65535,,,0,8261
17,2016,09,26,59498063,87,7,-3276.8,-27,0.01,0.06,4.016,226,7.92,3.38,-0.96,-0.9,0.42,0.5,0.08,0.18,0,65535,,,0,-24507
18,2016,09,26,59499063,87,7.8,-3276.8,-27,0.02,0.03,4.015,194,7.92,4.26,-0.96,-0.91,0.43,0.49,0.1,0.18,0,65535,,,0,-24507
19,2016,09,26,59500064,87,7.8,-3276.8,-27,0.02,0.06,4.014,170,7.92,3.68,-0.96,-0.87,0.43,0.51,0.09,0.16,0,65535,,,0,-24507
20,2016,09,26,59501064,87,8.5,-3276.8,-27,0.01,0.04,4.013,146,7.92,3.14,-0.96,-0.87,0.43,0.5,0.07,0.16,0,65535,,,1,-24508
21,2016,09,26,59502063,87,8.5,-3276.8,-27,0.02,0.04,4.013,128,7.92,2.92,-0.95,-0.87,0.42,0.49,0.08,0.16,0,65535,,,1,-24508
22,2016,09,26,59503064,87,9.5,-3276.8,-27,0.01,0.04,4.013,110,7.92,2.74,-0.95,-0.86,0.43,0.51,0.08,0.16,0,65535,,,1,-24508
23,2016,09,26,59504063,87,9.5,-3276.8,-27,0.01,0.04,4.013,96,5.4,2.78,-0.96,-0.89,0.42,0.51,0.08,0.15,0,65535,,,1,-24508
24,2016,09,26,59505063,87,10.6,-3276.8,-27,0.01,0.04,4.013,83,5.4,2.62,-0.96,-0.89,0.43,0.51,0.07,0.15,0,65535,,,1,-24508
25,2016,09,26,59506064,87,10.6,-3276.8,-27,0.01,0.03,4.013,73,5.4,2.6,-0.96,-0.89,0.43,0.5,0.08,0.15,0,65535,,,1,-24508
26,2016,09,26,59507064,87,11.9,-3276.8,-27,0.02,0.04,4.013,63,5.4,2.36,-0.96,-0.89,0.42,0.5,0.07,0.15,0,65535,,,1,-24508
27,2016,09,26,59508063,86,11.9,-3276.8,-27,0.02,0.06,4.013,55,5.4,2.28,-0.96,-0.87,0.43,0.51,0.06,0.14,0,65535,,,1,-24508
28,2016,09,26,59509064,86,12.8,-3276.8,-26,0.02,0.03,4.013,48,5.4,2.24,-0.96,-0.89,0.43,0.5,0.07,0.15,0,65535,,,1,-24508
29,2016,09,26,59510063,86,12.8,-3276.8,-27,0.01,0.06,4.013,42,5.18,2.48,-0.96,-0.86,0.44,0.5,0.04,0.12,0,65535,,,1,-24508
30,2016,09,26,59511064,86,14,-3276.8,-27,0.01,0.04,4.013,37,5.18,2.32,-0.96,-0.87,0.44,0.51,0.06,0.14,0,65535,,,1,-24508
31,2016,09,26,59512064,86,14,-3276.8,-27,0.01,0.03,4.013,32,5.18,2.46,-0.96,-0.89,0.43,0.5,0.06,0.14,0,65535,,,1,-24508
32,2016,09,26,59513061,86,14.7,-3276.8,-27,0.01,0.04,4.013,28,5.18,2.24,-0.96,-0.89,0.43,0.51,0.06,0.15,0,65535,,,1,-24508
33,2016,09,26,59514064,86,14.7,-3276.8,-27,0.03,0.04,4.013,26,5.18,2.84,-0.96,-0.87,0.44,0.5,0.06,0.14,0,65535,,,0,8260
34,2016,09,26,59515060,86,15,-3276.8,-27,0.03,0.1,4.013,23,5.18,5.28,-0.95,-0.81,0.44,0.55,0.01,0.13,0,65535,,,0,8260
35,2016,09,26,59516063,86,15,-3276.8,-27,0.02,0.04,4.013,22,5.18,5.78,-0.96,-0.86,0.44,0.51,0.03,0.13,0,65535,,,1,-24508
36,2016,09,26,59517063,86,15,-3276.8,-27,0.02,0.03,4.013,19,5.18,4.68,-0.96,-0.89,0.45,0.53,0.04,0.1,0,65535,,,1,-24508
37,2016,09,26,59518063,86,15,-3276.8,-27,0.01,0.04,4.013,16,5.18,4.14,-0.95,-0.85,0.44,0.51,0.04,0.13,0,65535,,,1,-24508
38,2016,09,26,59519065,86,14.7,-3276.8,-27,0.02,0.04,4.013,15,5.18,4.4,-0.96,-0.86,0.44,0.53,0.02,0.1,0,65535,,,1,-24508
39,2016,09,26,59520063,86,14.7,-3276.8,-27,0.02,0.06,4.013,14,5.18,5.22,-0.96,-0.87,0.44,0.51,0.02,0.14,0,65535,,,1,-24508
40,2016,09,26,59521062,86,14.4,-3276.8,-27,0.02,0.04,4.013,12,5.18,3.44,-0.96,-0.86,0.43,0.5,0.06,0.14,0,65535,,,1,-24508
41,2016,09,26,59522063,86,14.4,-3276.8,-27,0.01,0.04,4.013,11,5.18,1.9,-0.96,-0.89,0.43,0.51,0.06,0.14,0,65535,,,1,-24508
42,2016,09,26,59523061,86,14.2,-3276.8,-27,0.01,0.03,4.013,10,5.18,2.04,-0.96,-0.9,0.44,0.5,0.04,0.12,0,65535,,,1,-24508
43,2016,09,26,59524064,86,14.2,-3276.8,-27,0.02,0.03,4.013,9,5.18,2.32,-0.96,-0.89,0.43,0.5,0.04,0.13,0,65535,,,1,-24508
44,2016,09,26,59525062,86,14,-3276.8,-27,0.01,0.04,4.013,8,5.18,2.12,-0.96,-0.89,0.42,0.51,0.06,0.12,0,65535,,,1,-24508
45,2016,09,26,59526062,86,14,-3276.8,-27,0.01,0.03,4.013,7,5.18,2.16,-0.96,-0.9,0.43,0.51,0.04,0.13,0,65535,,,1,-24508
46,2016,09,26,59527065,86,13.5,-3276.8,-27,0.02,0.04,4.013,7,5.18,7.82,-0.96,-0.87,0.42,0.53,0.04,0.13,0,65535,,,0,8260
47,2016,09,26,59528065,86,13.5,-3276.8,-27,0.02,0.06,4.013,7,5.18,25.7,-0.96,-0.89,0.42,0.5,0.03,0.13,0,65535,,,0,8260
48,2016,09,26,59529065,86,13.1,-3276.8,-27,0.02,0.06,4.013,8,5.18,33.5,-0.96,-0.86,0.42,0.51,0.03,0.13,0,65535,,,0,8260
49,2016,09,26,59530063,86,13.1,-3276.8,-26,0.02,0.06,4.013,9,5.18,21.12,-0.96,-0.87,0.4,0.5,0.03,0.12,0,65535,,,0,8260
50,2016,09,26,59531065,86,12.4,-3276.8,-26,0.03,0.06,4.013,8,5.18,34.08,-0.96,-0.87,0.42,0.51,0.02,0.13,0,65535,,,0,8260
51,2016,09,26,59532065,86,12.4,-3276.8,-26,0.05,0.07,4.013,8,5.18,24.98,-0.96,-0.87,0.4,0.53,0.02,0.15,0,65535,,,0,8260
52,2016,09,26,59533065,86,12,-3276.8,-29,0.08,0.21,4.013,8,5.18,15.62,-0.97,-0.81,0.38,0.56,-0.15,0.09,0,65535,,,0,8260
53,2016,09,26,59534065,86,12,-3276.8,-31,0.08,0.15,4.013,8,5.18,18.58,-0.93,-0.8,0.51,0.62,0.01,0.18,0,65535,,,0,8260
54,2016,09,26,59535065,86,11.7,-3276.8,-30,0.09,0.16,4.013,9,5.18,12.7,-0.96,-0.78,0.45,0.59,-0.12,0.14,0,65535,,,0,8260
55,2016,09,26,59536065,86,11.7,-3276.8,-29,0.02,0.14,4.013,9,5.18,9.02,-0.96,-0.86,0.43,0.54,-0.1,0.06,0,65535,,,0,8260
56,2016,09,26,59537062,86,11.5,-3276.8,-29,0.02,0.03,4.012,8,5.18,6.88,-0.95,-0.86,0.46,0.55,0,0.04,0,65535,,,0,8260
57,2016,09,26,59538065,86,11.5,-3276.8,-30,0.05,0.08,4.011,7,5.18,11.24,-0.93,-0.83,0.46,0.57,-0.03,0.1,0,65535,,,0,8260
58,2016,09,26,59539061,86,11.2,-3276.8,-31,0.07,0.1,4.01,9,5.18,14.68,-0.96,-0.78,0.48,0.6,-0.08,0.13,0,65535,,,0,8260
59,2016,09,26,59540063,86,11.2,-3276.8,-31,0.08,0.15,4.01,10,5.18,10.76,-0.96,-0.78,0.48,0.61,0,0.18,0,65535,,,0,8260
60,2016,09,26,59541066,86,11.3,-3276.8,-29,0.06,0.13,4.01,10,5.18,6.44,-0.96,-0.85,0.4,0.51,0.06,0.15,0,65535,,,1,-24508
61,2016,09,26,59542065,86,11.3,-3276.8,-27,0.02,0.06,4.01,10,5.18,3.14,-0.96,-0.87,0.44,0.51,0.06,0.13,0,65535,,,1,-24508
62,2016,09,26,59543063,86,11.1,-3276.8,-27,0.02,0.04,4.01,11,5.18,2.92,-0.96,-0.87,0.43,0.51,0.03,0.1,0,65535,,,1,-24508
63,2016,09,26,59544061,85,11.1,-3276.8,-27,0.01,0.03,4.01,11,4.96,1.74,-0.96,-0.89,0.44,0.51,0.03,0.12,0,65535,,,1,-24508
64,2016,09,26,59545064,85,10.6,-3276.8,-27,0.02,0.07,4.01,10,4.96,1.28,-0.95,-0.87,0.44,0.51,0.04,0.15,0,65535,,,1,-24508
65,2016,09,26,59546065,85,10.6,-3276.8,-27,0.01,0.06,4.01,9,4.96,0.56,-0.95,-0.89,0.44,0.51,0.06,0.14,0,65535,,,0,8260
66,2016,09,26,59547065,85,10.4,-3276.8,-27,0.02,0.06,4.01,8,4.96,1.3,-0.95,-0.87,0.44,0.53,0.03,0.13,0,65535,,,1,-24508
67,2016,09,26,59548063,85,10.4,-3276.8,-27,0.01,0.04,4.01,8,4.96,1.9,-0.95,-0.86,0.44,0.51,0.03,0.13,0,65535,,,1,-24508
68,2016,09,26,59549065,85,10.3,-3276.8,-27,0.01,0.04,4.01,7,4.96,1.7,-0.96,-0.87,0.44,0.53,0.03,0.1,0,65535,,,1,-24508
69,2016,09,26,59550065,84,10.3,-3276.8,-27,0.01,0.04,4.01,8,4.96,2.82,-0.96,-0.86,0.44,0.53,0.03,0.12,0,65535,,,1,-24508
70,2016,09,26,59551063,84,10.4,-3276.8,-27,0.02,0.03,4.009,8,4.96,4.02,-0.96,-0.89,0.44,0.53,0.03,0.13,0,65535,,,1,-24508
71,2016,09,26,59552063,84,10.4,-3276.8,-27,0.02,0.06,4.009,8,4.96,2.52,-0.96,-0.86,0.42,0.51,0.02,0.12,0,65535,,,1,-24508
72,2016,09,26,59553065,84,10.3,-3276.8,-27,0.01,0.03,4.009,7,4.96,1.98,-0.96,-0.9,0.44,0.5,0.02,0.09,0,65535,,,1,-24508
73,2016,09,26,59554065,83,10.3,-3276.8,-27,0.02,0.06,4.009,8,4.96,0.86,-0.96,-0.87,0.43,0.51,0.03,0.13,0,65535,,,1,-32700
74,2016,09,26,59555064,83,10.2,-3276.8,-27,0.02,0.06,4.009,9,4.96,0.5,-0.96,-0.87,0.44,0.53,0.01,0.09,0,65535,,,0,8260
75,2016,09,26,59556063,83,10.2,-3276.8,-27,0.04,0.07,4.009,8,4.96,10.42,-0.97,-0.84,0.39,0.54,0.01,0.13,0,65535,,,0,8260
76,2016,09,26,59557065,83,10.4,-3276.8,-27,0.04,0.08,4.009,8,4.96,10.64,-0.96,-0.83,0.43,0.54,-0.02,0.09,0,65535,,,0,8260
77,2016,09,26,59558062,83,10.4,-3276.8,-27,0.02,0.06,4.009,8,4.96,5.58,-0.95,-0.89,0.44,0.53,0.02,0.13,0,65535,,,1,-24508
78,2016,09,26,59559065,83,10.5,-3276.8,-27,0.02,0.06,4.009,8,4.96,3.62,-0.96,-0.87,0.44,0.54,0.06,0.14,0,65535,,,0,8260
79,2016,09,26,59560065,83,10.5,-3276.8,-28,0.01,0.04,4.009,7,4.96,2.92,-0.96,-0.87,0.46,0.54,0.04,0.13,0,65535,,,0,-24508
80,2016,09,26,59561065,83,10.4,-3276.8,-28,0.02,0.03,4.009,7,4.96,2.24,-0.95,-0.86,0.45,0.51,0.02,0.13,0,65535,,,0,-24508
81,2016,09,26,59562063,82,10.4,-3276.8,-27,0.02,0.03,4.009,6,4.96,2.3,-0.96,-0.87,0.45,0.51,0.04,0.13,0,65535,,,0,-24508
82,2016,09,26,59563063,82,10.5,-3276.8,-27,0.01,0.03,4.009,6,4.96,2.22,-0.96,-0.87,0.45,0.51,0.04,0.12,0,65535,,,0,-24508
83,2016,09,26,59564065,82,10.5,-3276.8,-27,0.02,0.04,4.009,5,4.96,2.48,-0.96,-0.89,0.45,0.51,0.02,0.13,0,65535,,,1,-24508
84,2016,09,26,59565065,82,10.7,-3276.8,-27,0.01,0.04,4.009,5,4.96,2.2,-0.95,-0.87,0.44,0.51,0.03,0.13,0,65535,,,1,-24508
85,2016,09,26,59566065,82,10.7,-3276.8,-27,0.02,0.03,4.009,5,4.96,2.42,-0.96,-0.89,0.44,0.53,0.03,0.12,0,65535,,,1,-24508
86,2016,09,26,59567065,82,10.8,-3276.8,-27,0.01,0.04,4.009,4,4.96,2.86,-0.96,-0.89,0.45,0.51,0.02,0.13,0,65535,,,1,-24508
87,2016,09,26,59568065,82,10.8,-3276.8,-27,0.01,0.04,4.009,4,4.96,2.38,-0.95,-0.86,0.43,0.53,0.02,0.1,0,65535,,,1,-24508
88,2016,09,26,59569066,82,11.2,-3276.8,-27,0.02,0.04,4.009,4,4.96,2.66,-0.95,-0.86,0.43,0.53,0.02,0.1,0,65535,,,1,-24508
89,2016,09,26,59570066,82,11.2,-3276.8,-27,0.02,0.06,4.009,4,4.96,3.74,-0.95,-0.86,0.45,0.53,0.04,0.14,0,65535,,,1,-24508
90,2016,09,26,59571066,82,11.6,-3276.8,-27,0.02,0.04,4.009,4,4.96,2.98,-0.95,-0.87,0.45,0.53,0.02,0.12,0,65535,,,1,-24508
91,2016,09,26,59572066,82,11.6,-3276.8,-27,0.01,0.06,4.009,3,4.96,2.98,-0.96,-0.89,0.44,0.53,0.03,0.14,0,65535,,,1,-24508
92,2016,09,26,59573066,82,12.2,-3276.8,-27,0.01,0.03,4.009,3,4.96,2.44,-0.96,-0.89,0.45,0.51,0.03,0.1,0,65535,,,1,-24508
93,2016,09,26,59574067,82,12.2,-3276.8,-27,0.01,0.04,4.009,3,4.96,2.12,-0.96,-0.89,0.45,0.51,0.02,0.12,0,65535,,,1,-24508
94,2016,09,26,59575065,81,12.8,-3276.8,-27,0.01,0.03,4.009,3,4.96,2.28,-0.96,-0.89,0.45,0.5,0.02,0.12,0,65535,,,1,-24508
95,2016,09,26,59576068,81,12.8,-3276.8,-26,0.02,0.03,4.009,3,4.96,2.4,-0.96,-0.89,0.43,0.5,0.02,0.1,0,65535,,,1,-24508
96,2016,09,26,59577069,81,13,-3276.8,-26,0.01,0.04,4.008,4,4.96,2.14,-0.96,-0.89,0.42,0.49,0.02,0.08,0,65535,,,1,-24508
97,2016,09,26,59578068,81,13,-3276.8,-26,0.01,0.03,4.008,6,4.78,2.02,-0.96,-0.9,0.42,0.49,0.01,0.09,0,65535,,,1,-24508
98,2016,09,26,59579067,81,13.2,-3276.8,-26,0.01,0.03,4.008,7,4.78,1.92,-0.96,-0.9,0.43,0.49,0.01,0.09,0,65535,,,1,-24508
99,2016,09,26,59580067,81,13.2,-3276.8,-26,0.01,0.03,4.008,7,4.78,1.9,-0.96,-0.89,0.42,0.49,0.01,0.1,0,65535,,,1,-24508
100,2016,09,26,59581067,81,13.4,-3276.8,-26,0.02,0.04,4.008,7,4.78,1.46,-0.96,-0.91,0.42,0.49,0.01,0.1,0,65535,,,1,-24508
101,2016,09,26,59582067,81,13.4,-3276.8,-26,0.02,0.06,4.008,7,4.78,1.38,-0.96,-0.9,0.4,0.5,0.03,0.12,0,65535,,,1,-24508
102,2016,09,26,59583067,81,13.5,-3276.8,-26,0.01,0.06,4.008,8,4.78,2.76,-0.96,-0.89,0.43,0.51,0.03,0.12,0,65535,,,1,-24508
103,2016,09,26,59584067,81,13.5,-3276.8,-26,0.02,0.04,4.008,8,4.78,2.54,-0.96,-0.9,0.43,0.5,0.02,0.1,0,65535,,,1,-24508
104,2016,09,26,59585067,80,13.7,-3276.8,-26,0.01,0.06,4.008,8,4.78,2.2,-0.96,-0.9,0.43,0.5,0.03,0.13,0,65535,,,1,-24508
105,2016,09,26,59586067,79,13.7,-3276.8,-26,0.01,0.04,4.008,9,4.78,2.2,-0.96,-0.89,0.43,0.49,0.02,0.1,0,65535,,,1,-24508
106,2016,09,26,59587067,79,13.5,-3276.8,-26,0.01,0.03,4.008,8,4.78,2.04,-0.96,-0.9,0.43,0.5,0.03,0.1,0,65535,,,1,-24508
107,2016,09,26,59588067,78,13.5,-3276.8,-27,0.01,0.04,4.008,8,4.78,1.7,-0.96,-0.89,0.43,0.51,0.01,0.12,0,65535,,,1,-32700
108,2016,09,26,59589067,77,13.1,-3276.8,-26,0.01,0.03,4.008,8,4.78,1.7,-0.96,-0.89,0.44,0.5,0.02,0.1,0,65535,,,1,-32700
109,2016,09,26,59590067,75,13.1,-3276.8,-27,0.02,0.03,4.008,7,4.78,2.2,-0.96,-0.9,0.44,0.5,0.03,0.1,0,65535,,,1,-32700
110,2016,09,26,59591067,75,12.4,-3276.8,-27,0.02,0.04,4.008,7,4.78,1.74,-0.96,-0.87,0.44,0.51,0.02,0.1,0,65535,,,1,-32700
111,2016,09,26,59592067,74,12.4,-3276.8,-27,0.01,0.04,4.008,7,4.78,1.66,-0.96,-0.89,0.43,0.5,0.03,0.1,0,65535,,,1,-32700
112,2016,09,26,59593067,73,11.4,-3276.8,-27,0.01,0.03,4.008,6,4.78,2.04,-0.96,-0.87,0.44,0.5,0.02,0.12,0,65535,,,1,-32700
113,2016,09,26,59594067,72,11.4,-3276.8,-27,0.02,0.04,4.008,5,4.78,2,-0.96,-0.89,0.44,0.51,0.03,0.13,0,65535,,,1,-32700
114,2016,09,26,59595067,72,10.6,-3276.8,-27,0.01,0.04,4.008,5,4.78,1.82,-0.96,-0.9,0.42,0.51,0.02,0.1,0,65535,,,1,-32700
115,2016,09,26,59596067,71,10.6,-3276.8,-27,0.01,0.03,4.008,4,3.76,1.66,-0.96,-0.9,0.44,0.5,0.02,0.12,0,65535,,,1,-32700
116,2016,09,26,59597067,71,10.1,-3276.8,-27,0.01,0.04,4.008,4,3.76,1.42,-0.96,-0.87,0.43,0.5,0.03,0.12,0,65535,,,1,-32700
117,2016,09,26,59598067,71,10.1,-3276.8,-27,0.01,0.04,4.008,4,3.58,1.42,-0.96,-0.89,0.43,0.5,0.02,0.12,0,65535,,,1,-32700
118,2016,09,26,59599069,71,9.7,-3276.8,-27,0.01,0.04,4.008,4,3.58,2.32,-0.96,-0.89,0.43,0.5,0.02,0.09,0,65535,,,1,-32700
119,2016,09,26,59600071,70,9.7,-3276.8,-27,0.02,0.03,4.008,3,3.58,3.38,-0.96,-0.89,0.43,0.51,0.02,0.12,0,65535,,,1,-32700
120,2016,09,26,59601071,71,9.7,-3276.8,-27,0.01,0.04,4.007,3,3.58,3.72,-0.96,-0.87,0.43,0.5,0.01,0.12,0,65535,,,1,-32701
121,2016,09,26,59602072,71,9.7,-3276.8,-27,0.01,0.03,4.007,3,3.58,3.66,-0.96,-0.89,0.43,0.5,0.03,0.1,0,65535,,,1,-32701
122,2016,09,26,59603072,71,9.3,-3276.8,-27,0.02,0.06,4.007,3,3.58,3.34,-0.96,-0.87,0.43,0.51,0.03,0.1,0,65535,,,1,-32701
123,2016,09,26,59604071,71,9.3,-3276.8,-27,0.02,0.04,4.007,3,3.58,3.72,-0.96,-0.9,0.42,0.51,0.03,0.12,0,65535,,,1,-24509
124,2016,09,26,59605072,71,9.3,-3276.8,-27,0.01,0.04,4.007,3,3.58,2.94,-0.96,-0.9,0.42,0.5,0.04,0.13,0,65535,,,1,-24509
125,2016,09,26,59606077,71,9.3,-3276.8,-27,0.01,0.03,4.007,3,3.58,3.04,-0.96,-0.9,0.44,0.51,0.04,0.1,0,65535,,,1,-24509
126,2016,09,26,59607072,71,9.3,-3276.8,-27,0.01,0.06,4.007,3,3.58,2.9,-0.95,-0.89,0.42,0.51,0.03,0.14,0,65535,,,1,-24509
127,2016,09,26,59608071,71,9.3,-3276.8,-27,0.01,0.03,4.007,3,3.58,2.7,-0.96,-0.89,0.44,0.51,0.04,0.13,0,65535,,,1,-24509
128,2016,09,26,59609073,71,9.5,-3276.8,-27,0.01,0.03,4.007,3,3.58,2.16,-0.96,-0.89,0.44,0.5,0.03,0.12,0,65535,,,1,-24509
129,2016,09,26,59610075,71,9.5,-3276.8,-27,0.02,0.03,4.007,3,3.58,1.42,-0.96,-0.89,0.42,0.5,0.02,0.12,0,65535,,,1,-24509
130,2016,09,26,59611073,71,9.8,-3276.8,-27,0.02,0.06,4.007,2,3.58,1.84,-0.95,-0.86,0.44,0.5,0.03,0.13,0,65535,,,1,-24509
131,2016,09,26,59612074,71,9.8,-3276.8,-27,0.01,0.04,4.007,2,3.58,2.06,-0.96,-0.89,0.43,0.51,0.02,0.1,0,65535,,,1,-24509
132,2016,09,26,59613074,71,10,-3276.8,-27,0.02,0.04,4.007,2,3.58,1.84,-0.96,-0.87,0.43,0.5,0.02,0.1,0,65535,,,1,-24509
133,2016,09,26,59614074,71,10,-3276.8,-27,0.02,0.04,4.007,2,3.58,1.86,-0.96,-0.89,0.43,0.5,0.04,0.12,0,65535,,,1,-24509
134,2016,09,26,59615076,72,10.5,-3276.8,-27,0.01,0.06,4.007,2,3.58,1.74,-0.96,-0.86,0.44,0.5,0.03,0.12,0,65535,,,1,-24509
135,2016,09,26,59616074,72,10.5,-3276.8,-27,0.01,0.03,4.007,2,3.58,2.54,-0.96,-0.87,0.43,0.5,0.03,0.12,0,65535,,,1,-24509
136,2016,09,26,59617074,72,10.9,-3276.8,-27,0.01,0.03,4.007,2,3.58,2.68,-0.96,-0.89,0.44,0.51,0.04,0.1,0,65535,,,1,-24509
137,2016,09,26,59618076,72,10.9,-3276.8,-26,0.03,0.08,4.007,3,3.58,1.88,-0.97,-0.84,0.4,0.5,0,0.12,0,65535,,,1,-24509
138,2016,09,26,59619074,72,11.3,-3276.8,-26,0.03,0.07,4.007,5,3.58,1.44,-0.96,-0.86,0.4,0.49,0.06,0.14,0,65535,,,1,-24509
139,2016,09,26,59620074,72,11.3,-3276.8,-27,0.08,0.18,4.007,5,3.58,2.14,-0.96,-0.87,0.39,0.51,-0.08,0.18,0,65535,,,0,8259
140,2016,09,26,59621074,72,12,-3276.8,-27,0.07,0.16,4.007,5,3.58,1.28,-1.01,-0.78,0.38,0.6,-0.03,0.21,0,65535,,,0,8259
141,2016,09,26,59622074,72,12,-3276.8,-27,0.05,0.12,4.007,4,3.58,2.4,-0.97,-0.8,0.4,0.55,-0.01,0.16,0,65535,,,0,8259
142,2016,09,26,59623074,72,12.6,-3276.8,-27,0.03,0.08,4.007,5,3.58,3.2,-0.96,-0.87,0.43,0.5,0.1,0.18,0,65535,,,1,-24509
143,2016,09,26,59624074,73,12.6,-3276.8,-27,0.03,0.04,4.007,6,3.58,3.02,-0.96,-0.87,0.43,0.5,0.1,0.18,0,65535,,,1,-24509
144,2016,09,26,59625074,73,12.8,-3276.8,-26,0.02,0.06,4.007,7,3.58,2.96,-0.96,-0.87,0.4,0.48,0.14,0.19,0,65535,,,1,-24509
145,2016,09,26,59626078,73,12.8,-3276.8,-26,0.01,0.03,4.006,8,3.58,2.78,-0.96,-0.9,0.42,0.46,0.12,0.18,0,65535,,,1,-24509
146,2016,09,26,59627078,73,13.3,-3276.8,-26,0.01,0.03,4.005,8,3.58,3.28,-0.96,-0.9,0.4,0.48,0.13,0.18,0,65535,,,1,-24509
147,2016,09,26,59628078,73,13.3,-3276.8,-26,0.01,0.03,4.005,9,3.58,2.48,-0.96,-0.89,0.39,0.48,0.12,0.18,0,65535,,,1,-24509
148,2016,09,26,59629078,73,13.5,-3276.8,-27,0.05,0.13,4.005,9,3.58,4.12,-0.96,-0.77,0.39,0.5,0.1,0.36,0,65535,,,0,8259
149,2016,09,26,59630079,73,13.5,-3276.8,-31,0.07,0.12,4.005,9,3.58,3.16,-0.91,-0.8,0.48,0.56,0.18,0.22,0,65535,,,1,-24509
