SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
27,2016,09,26,60373206,57,11.8,-3276.8,-32,0.02,0.06,3.986,5,3.8,2.06,-0.93,-0.83,0.48,0.57,0.02,0.1,0,65535,,,1,-24512
28,2016,09,26,60374203,56,11.8,-3276.8,-30,0.04,0.07,3.986,5,3.8,1.8,-0.96,-0.85,0.46,0.54,-0.01,0.09,0,65535,,,1,-24512
29,2016,09,26,60375204,57,11.5,-3276.8,-29,0.04,0.09,3.986,5,3.8,2.52,-0.96,-0.8,0.44,0.54,0.02,0.08,0,65535,,,1,-24512
30,2016,09,26,60376203,57,11.5,-3276.8,-27,0.04,0.06,3.986,7,3.8,2.48,-0.96,-0.89,0.42,0.49,0.01,0.08,0,65535,,,1,-24512
31,2016,09,26,60377203,57,11.3,-3276.8,-27,0.02,0.06,3.985,7,3.8,2.2,-0.96,-0.89,0.42,0.49,0.01,0.08,0,65535,,,1,-24512
32,2016,09,26,60378204,58,11.3,-3276.8,-27,0.02,0.04,3.985,8,3.8,2.26,-0.96,-0.87,0.43,0.5,0.01,0.1,0,65535,,,1,-24512
33,2016,09,26,60379203,58,10.7,-3276.8,-27,0.01,0.07,3.985,8,3.8,2.02,-0.96,-0.86,0.43,0.51,0.01,0.12,0,65535,,,1,-24512
34,2016,09,26,60380204,58,10.7,-3276.8,-27,0.02,0.03,3.985,8,3.78,2.02,-0.95,-0.87,0.45,0.51,0.01,0.1,0,65535,,,1,-24512
35,2016,09,26,60381203,58,10.3,-3276.8,-28,0.02,0.03,3.985,8,3.78,2.14,-0.95,-0.87,0.45,0.54,0.02,0.09,0,65535,,,1,-24512
36,2016,09,26,60382204,58,10.3,-3276.8,-28,0.02,0.04,3.985,7,3.78,1.88,-0.96,-0.86,0.45,0.54,0.02,0.1,0,65535,,,1,-24512
37,2016,09,26,60383205,58,9.6,-3276.8,-28,0.02,0.04,3.985,6,3.78,1.84,-0.95,-0.86,0.45,0.51,0.02,0.09,0,65535,,,1,-24512
38,2016,09,26,60384204,52,9.6,-3276.8,-29,0.09,0.08,3.985,6,3.78,8.86,-0.95,-0.84,0.46,0.57,-0.01,0.08,0,65535,,,0,8256
39,2016,09,26,60385204,50,9.2,-3276.8,-29,0.1,0.19,3.985,7,3.78,10.48,-0.97,-0.78,0.34,0.61,-0.18,0.04,0,65535,,,0,8256
40,2016,09,26,60386203,49,9.2,-3276.8,-28,0.07,0.18,3.985,8,3.78,9.16,-0.96,-0.81,0.36,0.57,-0.02,0.18,0,65535,,,0,8256
41,2016,09,26,60387203,48,8.9,-3276.8,-26,0.04,0.09,3.985,9,3.78,6.62,-0.96,-0.81,0.39,0.59,-0.01,0.1,0,65535,,,0,8256
42,2016,09,26,60388209,48,8.9,-3276.8,-26,0.02,0.08,3.985,10,3.78,5.46,-0.96,-0.91,0.39,0.48,0,0.08,0,65535,,,1,-24512
43,2016,09,26,60389204,48,8.6,-3276.8,-29,0.09,0.04,3.985,9,3.78,6.58,-0.96,-0.91,0.4,0.49,0,0.08,0,65535,,,0,8256
44,2016,09,26,60390208,48,8.6,-3276.8,-24,0.13,0.21,3.984,8,3.78,5.02,-0.93,-0.75,0.34,0.65,-0.08,0.18,0,65535,,,0,8256
45,2016,09,26,60391203,47,8,-3276.8,-23,0.03,0.2,3.984,9,3.78,4.64,-1.04,-0.9,0.26,0.45,-0.07,0.09,0,65535,,,0,8256
46,2016,09,26,60392203,47,8,-3276.8,-24,0.02,0.06,3.984,8,3.78,3.6,-0.96,-0.91,0.34,0.44,-0.02,0.04,0,65535,,,0,-24512
47,2016,09,26,60393204,47,7.8,-3276.8,-25,0.02,0.04,3.984,7,3.78,4.48,-0.96,-0.89,0.39,0.48,-0.01,0.06,0,65535,,,0,-24512
48,2016,09,26,60394203,47,7.8,-3276.8,-25,0.02,0.06,3.984,7,3.78,3.7,-0.96,-0.9,0.42,0.49,-0.01,0.08,0,65535,,,0,-24512
49,2016,09,26,60395204,47,7.7,-3276.8,-25,0.02,0.06,3.984,7,3.78,3.18,-0.96,-0.9,0.4,0.48,0.01,0.08,0,65535,,,0,-24512
50,2016,09,26,60396204,48,7.7,-3276.8,-25,0.01,0.07,3.984,6,3.78,3.46,-0.96,-0.89,0.42,0.49,0.01,0.08,0,65535,,,1,-24512
51,2016,09,26,60397205,48,7.5,-3276.8,-25,0.02,0.04,3.984,6,3.78,3.72,-0.96,-0.89,0.4,0.49,0.02,0.08,0,65535,,,1,-24512
52,2016,09,26,60398204,48,7.5,-3276.8,-26,0.02,0.04,3.984,6,3.78,2.62,-0.96,-0.89,0.42,0.49,0.02,0.08,0,65535,,,1,-24512
53,2016,09,26,60399204,48,7.4,-3276.8,-27,0.03,0.04,3.984,5,3.78,2.46,-0.96,-0.89,0.43,0.5,0.02,0.1,0,65535,,,1,-24512
54,2016,09,26,60400205,48,7.4,-3276.8,-27,0.02,0.06,3.984,5,3.78,2.14,-0.95,-0.86,0.45,0.51,0.03,0.12,0,65535,,,1,-24512
55,2016,09,26,60401205,48,7.2,-3276.8,-29,0.06,0.08,3.984,5,3.78,1.28,-0.96,-0.86,0.44,0.54,-0.01,0.12,0,65535,,,1,-24512
56,2016,09,26,60402204,49,7.2,-3276.8,-30,0.05,0.12,3.984,5,3.78,1.56,-0.93,-0.8,0.46,0.59,-0.02,0.1,0,65535,,,1,-24512
57,2016,09,26,60403205,50,7.1,-3276.8,-31,0.03,0.08,3.984,6,3.78,1.96,-0.91,-0.8,0.51,0.57,-0.04,0.06,0,65535,,,1,-32704
58,2016,09,26,60404209,51,7.1,-3276.8,-32,0.02,0.07,3.984,6,3.78,3.34,-0.91,-0.81,0.53,0.59,-0.03,0.02,0,65535,,,1,-32704
59,2016,09,26,60405208,51,7,-3276.8,-33,0.02,0.06,3.984,6,3.78,3.4,-0.92,-0.8,0.51,0.6,-0.03,0.03,0,65535,,,1,-32704
60,2016,09,26,60406210,50,7,-3276.8,-33,0.02,0.06,3.984,7,3.78,3.26,-0.9,-0.81,0.53,0.6,-0.03,0.04,0,65535,,,1,-32704
61,2016,09,26,60407209,51,6.9,-3276.8,-33,0.02,0.04,3.984,7,3.78,4.2,-0.91,-0.81,0.53,0.59,-0.02,0.04,0,65535,,,1,-32704
62,2016,09,26,60408209,51,6.9,-3276.8,-32,0.03,0.08,3.984,7,3.78,2.66,-0.9,-0.79,0.53,0.6,-0.03,0.06,0,65535,,,1,-32704
63,2016,09,26,60409211,51,6.8,-3276.8,-32,0.03,0.07,3.984,8,3.78,2.98,-0.93,-0.84,0.5,0.56,0,0.1,0,65535,,,1,-24512
64,2016,09,26,60410206,52,6.8,-3276.8,-32,0.05,0.08,3.984,8,3.78,2.16,-0.91,-0.79,0.51,0.59,0.01,0.13,0,65535,,,1,-24512
65,2016,09,26,60411211,52,6.7,-3276.8,-32,0.03,0.09,3.984,8,3.78,3.2,-0.92,-0.81,0.5,0.59,0,0.14,0,65535,,,1,-24512
66,2016,09,26,60412211,52,6.7,-3276.8,-31,0.05,0.07,3.984,8,3.78,3.5,-0.91,-0.81,0.5,0.59,0,0.14,0,65535,,,1,-24512
67,2016,09,26,60413211,52,6.4,-3276.8,-32,0.05,0.12,3.984,7,3.78,3.66,-0.95,-0.8,0.44,0.59,0.04,0.18,0,65535,,,1,-24512
68,2016,09,26,60414211,52,6.4,-3276.8,-34,0.06,0.1,3.984,7,3.78,3.98,-0.9,-0.78,0.53,0.62,0.07,0.18,0,65535,,,1,-24512
69,2016,09,26,60415211,52,6,-3276.8,-35,0.04,0.07,3.983,7,3.78,4.64,-0.86,-0.78,0.56,0.63,0.04,0.15,0,65535,,,1,-24513
70,2016,09,26,60416211,52,6,-3276.8,-34,0.04,0.1,3.983,6,3.78,4.98,-0.9,-0.78,0.54,0.65,0,0.18,0,65535,,,1,-24513
71,2016,09,26,60417211,51,6,-3276.8,-32,0.06,0.13,3.983,6,3.78,4.6,-0.93,-0.79,0.49,0.6,0,0.18,0,65535,,,0,8255
72,2016,09,26,60418211,51,6,-3276.8,-31,0.04,0.1,3.983,5,3.78,4.1,-0.95,-0.81,0.48,0.55,0.04,0.16,0,65535,,,1,-24513
73,2016,09,26,60419212,51,6,-3276.8,-31,0.02,0.06,3.983,5,3.78,6.04,-0.93,-0.84,0.46,0.55,0.03,0.14,0,65535,,,0,8255
74,2016,09,26,60420212,51,6,-3276.8,-31,0.02,0.04,3.983,5,3.78,3.96,-0.92,-0.83,0.49,0.56,0.03,0.14,0,65535,,,0,-24513
75,2016,09,26,60421211,51,6,-3276.8,-31,0.01,0.04,3.983,4,3.78,2.86,-0.93,-0.84,0.5,0.56,0.04,0.12,0,65535,,,0,-24513
76,2016,09,26,60422212,51,6,-3276.8,-30,0.02,0.04,3.983,4,3.78,2.4,-0.93,-0.85,0.49,0.57,0.03,0.12,0,65535,,,0,-24513
77,2016,09,26,60423208,51,6,-3276.8,-30,0.01,0.03,3.983,4,3.78,2.92,-0.93,-0.84,0.48,0.56,0.03,0.12,0,65535,,,0,-24513
78,2016,09,26,60424215,51,6,-3276.8,-31,0.05,0.04,3.983,4,3.78,2.6,-0.95,-0.84,0.49,0.55,0.03,0.09,0,65535,,,1,-24513
79,2016,09,26,60425211,51,5.7,-3276.8,-32,0.09,0.16,3.983,3,3.78,1.76,-0.96,-0.77,0.48,0.65,-0.07,0.19,0,65535,,,0,8255
80,2016,09,26,60426214,51,5.7,-3276.8,-31,0.06,0.15,3.983,3,3.78,6.48,-0.96,-0.79,0.44,0.63,0.06,0.18,0,65535,,,0,8255
81,2016,09,26,60427213,51,5.5,-3276.8,-29,0.08,0.16,3.983,2,3.78,6.92,-0.97,-0.8,0.38,0.57,-0.02,0.18,0,65535,,,0,8255
82,2016,09,26,60428213,51,5.5,-3276.8,-31,0.05,0.1,3.982,2,3.78,5.8,-0.96,-0.81,0.45,0.59,-0.02,0.15,0,65535,,,0,8255
83,2016,09,26,60429214,51,5.2,-3276.8,-32,0.05,0.08,3.982,3,3.78,4.84,-0.91,-0.8,0.51,0.6,0.01,0.09,0,65535,,,0,8255
84,2016,09,26,60430214,51,5.2,-3276.8,-33,0.04,0.09,3.982,2,3.78,5.34,-0.89,-0.78,0.54,0.61,0,0.15,0,65535,,,0,8255
85,2016,09,26,60431214,50,5,-3276.8,-33,0.03,0.06,3.982,2,3.78,6.16,-0.9,-0.8,0.54,0.6,0,0.06,0,65535,,,0,-24513
86,2016,09,26,60432214,51,5,-3276.8,-33,0.04,0.09,3.982,2,3.78,9.62,-0.91,-0.79,0.53,0.59,0,0.13,0,65535,,,0,8255
87,2016,09,26,60433214,51,5.1,-3276.8,-32,0.07,0.12,3.982,2,3.78,6.46,-0.92,-0.8,0.46,0.57,0,0.18,0,65535,,,0,8255
88,2016,09,26,60434214,51,5.1,-3276.8,-32,0.03,0.09,3.982,1,3.78,4.02,-0.93,-0.8,0.46,0.59,0,0.16,0,65535,,,0,-24513
89,2016,09,26,60435214,50,5.2,-3276.8,-32,0.08,0.12,3.982,1,3.78,2.24,-0.95,-0.78,0.46,0.61,0.03,0.2,0,65535,,,0,-24513
90,2016,09,26,60436215,50,5.2,-3276.8,-35,0.06,0.1,3.982,1,3.78,1.9,-0.87,-0.78,0.55,0.61,0.1,0.18,0,65535,,,0,-24513
91,2016,09,26,60437215,50,5,-3276.8,-33,0.04,0.1,3.982,2,3.78,3.04,-0.95,-0.78,0.5,0.63,0.02,0.2,0,65535,,,1,-24513
92,2016,09,26,60438214,50,5,-3276.8,-33,0.04,0.08,3.982,2,3.78,2.38,-0.92,-0.81,0.53,0.57,0.03,0.14,0,65535,,,1,-24513
93,2016,09,26,60439215,50,4.8,-3276.8,-32,0.03,0.07,3.982,2,3.78,2.58,-0.93,-0.81,0.49,0.56,0.02,0.1,0,65535,,,1,-24513
94,2016,09,26,60440216,50,4.8,-3276.8,-32,0.01,0.06,3.982,1,3.78,2.58,-0.93,-0.83,0.5,0.57,0.04,0.1,0,65535,,,1,-24513
95,2016,09,26,60441211,50,4.6,-3276.8,-32,0.02,0.03,3.981,1,3.78,2.3,-0.9,-0.83,0.51,0.57,0.03,0.12,0,65535,,,1,-24513
96,2016,09,26,60442215,50,4.6,-3276.8,-32,0.02,0.03,3.981,1,3.78,2.58,-0.91,-0.81,0.5,0.59,0.03,0.12,0,65535,,,1,-24513
97,2016,09,26,60443215,50,4.5,-3276.8,-32,0.01,0.04,3.981,1,3.78,5.3,-0.91,-0.84,0.51,0.57,0.02,0.1,0,65535,,,1,-24513
98,2016,09,26,60444215,50,4.5,-3276.8,-32,0.03,0.07,3.981,1,3.78,5.6,-0.92,-0.84,0.51,0.59,-0.02,0.09,0,65535,,,1,-24513
99,2016,09,26,60445215,50,4.3,-3276.8,-33,0.02,0.06,3.981,1,3.78,4.44,-0.9,-0.81,0.51,0.59,0.01,0.12,0,65535,,,1,-24513
100,2016,09,26,60446215,50,4.3,-3276.8,-32,0.03,0.06,3.981,1,3.78,4.14,-0.91,-0.83,0.5,0.57,0.02,0.13,0,65535,,,1,-24513
101,2016,09,26,60447215,50,4.2,-3276.8,-32,0.02,0.06,3.981,1,3.78,3.44,-0.93,-0.83,0.51,0.57,0.03,0.14,0,65535,,,1,-24513
102,2016,09,26,60448215,51,4.2,-3276.8,-32,0.02,0.04,3.981,1,3.78,2.46,-0.92,-0.83,0.5,0.59,0.03,0.1,0,65535,,,1,-24513
103,2016,09,26,60449215,51,4.1,-3276.8,-31,0.02,0.04,3.981,1,3.78,1.66,-0.91,-0.83,0.5,0.59,0.03,0.12,0,65535,,,1,-24513
104,2016,09,26,60450215,51,4.1,-3276.8,-31,0.03,0.09,3.981,1,3.78,2.66,-0.91,-0.8,0.51,0.57,0.06,0.16,0,65535,,,1,-24513
105,2016,09,26,60451215,51,4.3,-3276.8,-32,0.05,0.1,3.981,1,3.78,4.14,-0.9,-0.78,0.51,0.6,0.06,0.19,0,65535,,,0,8255
106,2016,09,26,60452215,51,4.3,-3276.8,-31,0.04,0.09,3.981,1,3.78,6.74,-0.96,-0.8,0.48,0.59,0.01,0.15,0,65535,,,0,8255
107,2016,09,26,60453215,51,4.2,-3276.8,-31,0.05,0.09,3.981,1,3.78,6.08,-0.93,-0.85,0.46,0.56,-0.02,0.1,0,65535,,,1,-24513
108,2016,09,26,60454215,51,4.2,-3276.8,-31,0.04,0.08,3.98,1,3.78,8.28,-0.92,-0.8,0.49,0.57,0.02,0.15,0,65535,,,0,8255
109,2016,09,26,60455215,51,4,-3276.8,-31,0.06,0.09,3.98,1,3.78,9.42,-0.93,-0.81,0.46,0.57,0.06,0.18,0,65535,,,0,8255
110,2016,09,26,60456215,52,4,-3276.8,-33,0.05,0.1,3.98,1,3.78,8.44,-0.9,-0.78,0.46,0.6,0.12,0.21,0,65535,,,0,8255
111,2016,09,26,60457215,51,4.2,-3276.8,-35,0.08,0.13,3.98,1,3.78,6.74,-0.96,-0.75,0.48,0.68,0.07,0.2,0,65535,,,0,-24513
112,2016,09,26,60458214,52,4.2,-3276.8,-32,0.06,0.1,3.98,1,3.78,7.36,-0.95,-0.79,0.44,0.62,0.07,0.18,0,65535,,,0,8255
113,2016,09,26,60459215,52,4.4,-3276.8,-31,0.05,0.12,3.98,2,3.78,6.6,-0.96,-0.87,0.45,0.53,0.06,0.16,0,65535,,,0,8255
114,2016,09,26,60460215,52,4.4,-3276.8,-31,0.1,0.14,3.98,3,3.78,5.04,-0.96,-0.78,0.43,0.65,-0.02,0.18,0,65535,,,0,-24513
115,2016,09,26,60461215,52,4.9,-3276.8,-34,0.08,0.15,3.98,3,3.78,2.32,-0.84,-0.77,0.59,0.67,-0.01,0.12,0,65535,,,0,-24513
116,2016,09,26,60462215,52,4.9,-3276.8,-31,0.1,0.15,3.98,3,3.78,7.26,-0.96,-0.78,0.43,0.61,0.01,0.16,0,65535,,,0,8255
117,2016,09,26,60463215,52,5.3,-3276.8,-29,0.06,0.13,3.98,3,3.78,6.04,-0.97,-0.89,0.4,0.49,0.04,0.18,0,65535,,,0,8255
118,2016,09,26,60464215,52,5.3,-3276.8,-28,0.04,0.08,3.98,4,3.78,4.08,-0.96,-0.87,0.4,0.51,0.02,0.18,0,65535,,,0,-24513
119,2016,09,26,60465215,52,5.6,-3276.8,-27,0.04,0.09,3.98,4,3.78,2.76,-0.96,-0.86,0.43,0.55,0.02,0.19,0,65535,,,0,8255
120,2016,09,26,60466215,52,5.6,-3276.8,-29,0.04,0.08,3.98,4,3.78,6.7,-0.95,-0.85,0.45,0.56,0.03,0.18,0,65535,,,0,8255
121,2016,09,26,60467215,52,6,-3276.8,-29,0.02,0.04,3.979,4,3.78,5.38,-0.93,-0.85,0.46,0.53,0.06,0.16,0,65535,,,1,-24513
122,2016,09,26,60468215,52,6,-3276.8,-29,0.04,0.08,3.979,3,3.78,4.72,-0.95,-0.83,0.46,0.57,0.06,0.16,0,65535,,,1,-24513
123,2016,09,26,60469216,52,6.6,-3276.8,-31,0.04,0.09,3.979,3,3.78,3.72,-0.9,-0.79,0.51,0.59,0.03,0.15,0,65535,,,1,-24513
124,2016,09,26,60470214,51,6.6,-3276.8,-31,0.03,0.04,3.979,4,3.78,3.24,-0.93,-0.83,0.49,0.59,0.04,0.15,0,65535,,,1,-24513
125,2016,09,26,60471217,51,6.8,-3276.8,-30,0.02,0.07,3.979,4,3.78,2.8,-0.95,-0.85,0.49,0.55,0.06,0.14,0,65535,,,1,-24513
126,2016,09,26,60472215,51,6.8,-3276.8,-31,0.02,0.04,3.979,4,3.78,2.26,-0.93,-0.81,0.5,0.57,0.06,0.13,0,65535,,,1,-24513
127,2016,09,26,60473213,51,7,-3276.8,-31,0.02,0.04,3.979,4,3.78,1.66,-0.92,-0.83,0.5,0.59,0.06,0.13,0,65535,,,1,-24513
128,2016,09,26,60474215,51,7,-3276.8,-31,0.02,0.04,3.979,3,3.74,1.32,-0.92,-0.81,0.51,0.57,0.04,0.14,0,65535,,,1,-24513
129,2016,09,26,60475215,51,7.2,-3276.8,-31,0.02,0.03,3.979,3,3.74,1.44,-0.92,-0.84,0.5,0.57,0.04,0.12,0,65535,,,1,-24513
130,2016,09,26,60476215,51,7.2,-3276.8,-31,0.05,0.15,3.979,3,3.74,4.26,-0.95,-0.77,0.49,0.62,-0.03,0.18,0,65535,,,1,-24513
131,2016,09,26,60477215,51,7.1,-3276.8,-33,0.08,0.12,3.979,3,3.74,3.44,-0.96,-0.78,0.55,0.62,-0.08,0.1,0,65535,,,1,-24513
132,2016,09,26,60478215,51,7.1,-3276.8,-33,0.04,0.12,3.979,4,3.74,6.12,-0.96,-0.78,0.55,0.62,-0.08,0.1,0,65535,,,1,-24513
133,2016,09,26,60479215,51,7,-3276.8,33,0.02,0.09,3.979,5,3.74,5.82,-0.89,-0.79,0.55,0.61,-0.06,0,0,65535,,,1,-24513
134,2016,09,26,60480215,53,7,-3276.8,34,0.02,0.04,3.979,6,3.74,6.26,-0.87,-0.79,0.56,0.61,-0.03,0.01,0,65535,,,1,-24513
135,2016,09,26,60481215,53,6.6,-3276.8,-33,0.05,0.06,3.979,7,3.74,4.24,-0.9,-0.79,0.54,0.61,-0.03,0.04,0,65535,,,0,8255
136,2016,09,26,60482215,54,6.6,-3276.8,-33,0.04,0.12,3.979,6,3.74,4.2,-0.95,-0.78,0.49,0.59,-0.03,0.13,0,65535,,,1,-24513
137,2016,09,26,60483215,54,6.5,-3276.8,-32,0.02,0.08,3.979,6,3.74,2.8,-0.91,-0.83,0.5,0.57,0.02,0.1,0,65535,,,1,-24513
138,2016,09,26,60484215,54,6.5,-3276.8,-32,0.02,0.04,3.979,6,3.68,2,-0.91,-0.83,0.51,0.57,0.03,0.1,0,65535,,,1,-24513
139,2016,09,26,60485215,54,6.5,-3276.8,-32,0.01,0.04,3.979,6,3.68,1.66,-0.91,-0.84,0.5,0.57,0.02,0.1,0,65535,,,1,-24513
140,2016,09,26,60486215,54,6.5,-3276.8,-32,0.02,0.04,3.979,6,3.62,1.52,-0.91,-0.83,0.51,0.59,0.02,0.1,0,65535,,,1,-24513
141,2016,09,26,60487215,54,6.5,-3276.8,-31,0.02,0.04,3.979,6,3.62,1.46,-0.92,-0.83,0.5,0.59,0.02,0.09,0,65535,,,1,-24513
142,2016,09,26,60488215,54,6.5,-3276.8,-32,0.02,0.04,3.979,5,3.54,1.32,-0.92,-0.83,0.5,0.57,0.02,0.1,0,65535,,,1,-24513
143,2016,09,26,60489217,54,6.1,-3276.8,-32,0.02,0.04,3.979,5,3.54,1.22,-0.91,-0.8,0.5,0.59,0.03,0.12,0,65535,,,1,-24513
144,2016,09,26,60490217,53,6.1,-3276.8,-32,0.02,0.04,3.979,5,3.82,1.1,-0.91,-0.81,0.51,0.59,0.03,0.1,0,65535,,,1,-24513
145,2016,09,26,60491217,53,5.8,-3276.8,-32,0.01,0.04,3.979,4,3.82,1.4,-0.91,-0.81,0.51,0.57,0.02,0.09,0,65535,,,1,-24513
146,2016,09,26,60492218,53,5.8,-3276.8,-32,0.01,0.03,3.978,3,3.06,1.24,-0.91,-0.83,0.5,0.57,0.02,0.1,0,65535,,,1,-24513
147,2016,09,26,60493217,53,5.5,-3276.8,-32,0.01,0.04,3.978,3,3.06,1.12,-0.91,-0.83,0.51,0.59,0.04,0.09,0,65535,,,1,-24513
148,2016,09,26,60494217,53,5.5,-3276.8,-32,0.02,0.04,3.978,3,2.52,1.08,-0.9,-0.83,0.5,0.59,0.03,0.12,0,65535,,,1,-24513
149,2016,09,26,60495222,54,5.3,-3276.8,-32,0.02,0.04,3.978,2,2.52,1.16,-0.92,-0.83,0.51,0.59,0.03,0.12,0,65535,,,1,-24513
150,2016,09,26,60496218,53,5.3,-3276.8,-32,0.03,0.07,3.978,2,2.52,2.42,-0.9,-0.79,0.5,0.59,0.02,0.12,0,65535,,,1,-24513
151,2016,09,26,60497222,54,5.1,-3276.8,-33,0.06,0.09,3.978,2,2.52,4.9,-0.92,-0.79,0.5,0.59,0.03,0.18,0,65535,,,1,-24513
152,2016,09,26,60498219,54,5.1,-3276.8,-33,0.03,0.08,3.978,2,2.52,3.34,-0.91,-0.8,0.51,0.6,0.07,0.19,0,65535,,,1,-24513
153,2016,09,26,60499220,54,4.9,-3276.8,-31,0.07,0.08,3.978,1,2.52,3.82,-0.92,-0.79,0.48,0.59,0.07,0.18,0,65535,,,1,-24513
