SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
0,2016,09,26,60575237,64,6.3,-3276.8,-27,0.14,0.57,3.977,2,2.52,7.28,-1.13,-0.79,-0.02,0.56,0.09,0.2,0,65535,,,0,8254
1,2016,09,26,60576241,64,6.3,-3276.8,-19,0.21,0.36,3.977,4,2.52,7.34,-1.04,-0.87,0.04,0.53,-0.09,0.16,0,65535,,,0,8254
2,2016,09,26,60577241,64,6.9,-3276.8,-15,0.14,0.3,3.977,5,2.52,22.48,-1.02,-0.95,0.07,0.21,-0.09,0.04,0,65535,,,0,8254
3,2016,09,26,60578240,64,6.9,-3276.8,-11,0.1,0.15,3.977,4,2.52,19.76,-1.03,-0.96,0.07,0.18,-0.03,0.07,0,65535,,,0,8254
4,2016,09,26,60579241,64,7.1,-3276.8,-10,0.04,0.15,3.977,5,2.52,15.98,-1.03,-0.96,0.07,0.18,-0.03,0.07,0,65535,,,0,8254
5,2016,09,26,60580243,64,7.1,-3276.8,-9,0.03,0.09,3.977,5,2.52,8.34,-1.01,-0.96,0.09,0.19,0.01,0.09,0,65535,,,0,-24514
6,2016,09,26,60581241,64,7.6,-3276.8,-9,0.03,0.06,3.977,4,2.52,5.02,-1,-0.96,0.09,0.2,0.02,0.12,0,65535,,,1,-24514
7,2016,09,26,60582241,64,7.6,-3276.8,-15,0.17,0.06,3.977,7,2.52,3.28,-1.01,-0.96,0.09,0.21,0.01,0.1,0,65535,,,0,8254
8,2016,09,26,60583241,64,8,-3276.8,-16,0.04,0.34,3.977,10,2.52,4.4,-1.19,-0.67,0.21,0.56,0,0.1,0,65535,,,0,-24514
9,2016,09,26,60584241,64,8,-3276.8,-16,0.02,0.12,3.977,9,2.52,1.9,-1.1,-0.93,0.25,0.34,0.03,0.14,0,65535,,,0,8254
10,2016,09,26,60585241,64,8.4,-3276.8,-15,0.01,0.04,3.977,8,2.52,2.32,-0.98,-0.93,0.24,0.33,0.03,0.12,0,65535,,,0,-24514
11,2016,09,26,60586241,64,8.4,-3276.8,-15,0.01,0.03,3.977,7,2.52,1.2,-0.98,-0.93,0.24,0.3,0.03,0.1,0,65535,,,0,8254
12,2016,09,26,60587241,64,8.8,-3276.8,-15,0.01,0.03,3.977,6,2.52,2.46,-0.98,-0.95,0.22,0.32,0.03,0.12,0,65535,,,0,-24514
13,2016,09,26,60588241,64,8.8,-3276.8,-15,0.01,0.03,3.977,6,2.52,2.1,-0.98,-0.95,0.24,0.31,0.03,0.12,0,65535,,,0,-24514
14,2016,09,26,60589241,65,9.4,-3276.8,-15,0.01,0.03,3.977,5,2.52,2.48,-0.98,-0.95,0.22,0.31,0.03,0.12,0,65535,,,1,-24514
15,2016,09,26,60590241,65,9.4,-3276.8,-15,0.01,0.03,3.977,5,2.52,2.74,-0.98,-0.95,0.24,0.3,0.02,0.1,0,65535,,,1,-24514
16,2016,09,26,60591241,66,9.7,-3276.8,-15,0.02,0.04,3.977,5,2.52,3.14,-0.98,-0.95,0.24,0.31,0.02,0.12,0,65535,,,1,-24514
17,2016,09,26,60592241,66,9.7,-3276.8,-16,0.02,0.04,3.977,5,2.52,1.36,-0.98,-0.95,0.24,0.32,0.01,0.13,0,65535,,,0,8254
18,2016,09,26,60593241,66,9.9,-3276.8,-16,0.03,0.06,3.977,5,2.52,1.68,-0.98,-0.95,0.25,0.32,0.01,0.13,0,65535,,,0,-24514
19,2016,09,26,60594241,66,9.9,-3276.8,-15,0.05,0.08,3.977,5,2.52,0.72,-1.02,-0.93,0.21,0.36,0.01,0.15,0,65535,,,0,8254
20,2016,09,26,60595241,66,10.4,-3276.8,-14,0.04,0.07,3.977,5,2.52,2.08,-1,-0.95,0.2,0.3,-0.01,0.07,0,65535,,,0,-24514
21,2016,09,26,60596241,66,10.4,-3276.8,-13,0.03,0.07,3.977,6,2.52,2.3,-0.98,-0.95,0.2,0.25,-0.04,0.03,0,65535,,,0,8254
22,2016,09,26,60597241,66,10.3,-3276.8,-12,0.02,0.07,3.977,7,2.52,6.1,-1,-0.96,0.19,0.24,-0.07,0,0,65535,,,1,-24514
23,2016,09,26,60598241,66,10.3,-3276.8,-14,0.04,0.09,3.977,8,2.52,7.52,-1,-0.93,0.2,0.32,-0.03,0.08,0,65535,,,1,-24514
24,2016,09,26,60599244,66,10.1,-3276.8,-14,0.02,0.12,3.977,8,2.52,4.24,-1,-0.93,0.21,0.31,0,0.12,0,65535,,,1,-24514
25,2016,09,26,60600242,66,10.1,-3276.8,-15,0.04,0.04,3.977,7,2.52,2.36,-1,-0.95,0.22,0.3,-0.01,0.08,0,65535,,,0,8254
26,2016,09,26,60601242,66,9.7,-3276.8,14,0.04,0.09,3.977,7,2.52,3.54,-1,-0.95,0.21,0.32,-0.1,0.03,0,65535,,,0,-24514
27,2016,09,26,60602243,66,9.7,-3276.8,13,0.02,0.08,3.977,7,2.52,2.26,-1,-0.96,0.21,0.26,-0.1,-0.01,0,65535,,,0,8254
28,2016,09,26,60603242,66,9.7,-3276.8,12,0.01,0.04,3.977,6,2.52,1.08,-1,-0.95,0.2,0.25,-0.08,0,0,65535,,,0,8254
29,2016,09,26,60604243,66,9.7,-3276.8,12,0.02,0.03,3.977,6,2.52,1.36,-1,-0.96,0.2,0.25,-0.08,-0.02,0,65535,,,0,-24514
30,2016,09,26,60605244,66,9.9,-3276.8,13,0.04,0.06,3.977,6,2.52,2.46,-1,-0.95,0.21,0.25,-0.08,0.03,0,65535,,,1,-24514
31,2016,09,26,60606243,66,9.9,-3276.8,-16,0.12,0.07,3.977,5,2.52,4.74,-1,-0.95,0.21,0.31,-0.01,0.04,0,65535,,,1,-24514
32,2016,09,26,60607243,66,10.1,-3276.8,-19,0.12,0.25,3.977,9,2.52,3.02,-0.98,-0.8,0.22,0.5,0.04,0.18,0,65535,,,0,8254
33,2016,09,26,60608242,65,10.1,-3276.8,-19,0.03,0.22,3.977,8,2.52,2.7,-1.02,-0.84,0.3,0.51,-0.02,0.19,0,65535,,,0,8254
