SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
19,2016,09,26,73924281,20,11.5,-3276.8,-35,0.01,0.06,3.929,21,8.14,1.86,-0.9,-0.79,0.54,0.6,0.12,0.18,0,65535,,,0,-24522
20,2016,09,26,73925281,20,11.6,-3276.8,-35,0.02,0.04,3.929,20,5.36,0.84,-0.9,-0.79,0.54,0.6,0.13,0.18,0,65535,,,0,8246
21,2016,09,26,73926281,20,11.6,-3276.8,-35,0.01,0.1,3.929,19,5.36,2.2,-0.85,-0.78,0.39,0.61,0.12,0.18,0,65535,,,0,8246
22,2016,09,26,73927281,20,10.5,-3276.8,-35,0.02,0.04,3.929,17,5.36,2.4,-0.86,-0.78,0.55,0.61,0.1,0.18,0,65535,,,0,-24522
23,2016,09,26,73928281,20,10.5,-3276.8,-35,0.03,0.06,3.929,19,5.36,1.04,-0.9,-0.8,0.51,0.6,0.09,0.16,0,65535,,,0,8246
24,2016,09,26,73929281,20,9.4,-3276.8,-35,0.01,0.12,3.929,22,5.36,4.6,-0.89,-0.79,0.51,0.75,0.09,0.16,0,65535,,,0,-24522
25,2016,09,26,73930281,20,9.4,-3276.8,-35,0.01,0.04,3.929,21,5.36,1.98,-0.87,-0.79,0.54,0.61,0.08,0.16,0,65535,,,0,8246
26,2016,09,26,73931282,20,8.8,-3276.8,-35,0.02,0.03,3.929,21,0,0.92,-0.89,-0.79,0.54,0.61,0.09,0.18,0,65535,,,0,8246
27,2016,09,26,73932281,0,8.8,-3276.8,-33,0.02,0.04,3.929,21,0.8,0.38,-0.89,-0.8,0.53,0.59,0.09,0.18,0,65535,,,0,8246
28,2016,09,26,73933279,0,8.2,-3276.8,-35,0.02,0.04,3.929,21,0.8,4.98,-0.89,-0.79,0.53,0.59,0.09,0.18,0,65535,,,0,8246
29,2016,09,26,73934282,0,8.2,-3276.8,-33,0.01,0.03,3.929,21,0.8,7.34,-0.89,-0.8,0.53,0.59,0.12,0.18,0,65535,,,0,8246
30,2016,09,26,73935281,0,7.7,-3276.8,-33,0.02,0.03,3.929,19,0.8,3.38,-0.89,-0.8,0.53,0.6,0.1,0.18,0,65535,,,0,8246
31,2016,09,26,73936281,0,7.7,-3276.8,-33,0.02,0.04,3.928,17,0.8,12.76,-0.89,-0.79,0.51,0.6,0.09,0.18,0,65535,,,0,8246
32,2016,09,26,73937282,0,7.2,-3276.8,-33,0.02,0.06,3.928,17,0.8,9.54,-0.9,-0.8,0.5,0.6,0.1,0.18,0,65535,,,0,8246
33,2016,09,26,73938281,0,7.2,-3276.8,-33,0.02,0.07,3.928,15,0.8,4.12,-0.93,-0.79,0.5,0.59,0.12,0.18,0,65535,,,0,8246
34,2016,09,26,73939282,0,7.1,-3276.8,-33,0.02,0.06,3.928,15,0.8,4.38,-0.91,-0.79,0.51,0.6,0.1,0.18,0,65535,,,0,-24522
35,2016,09,26,73940282,0,7.1,-3276.8,-33,0.01,0.03,3.928,16,0.8,1.88,-0.9,-0.81,0.53,0.59,0.09,0.18,0,65535,,,0,8246
36,2016,09,26,73941282,60,7,-3276.8,-33,0.02,0.03,3.928,16,0.8,2.36,-0.9,-0.81,0.5,0.57,0.1,0.18,0,65535,,,3,-24522
37,2016,09,26,73942282,59,7,-3276.8,-33,0.03,0.08,3.928,14,10.784,1.5,-0.91,-0.8,0.5,0.59,0.06,0.18,0,65535,,,3,-24522
38,2016,09,26,73943282,63,6.9,-3276.8,-33,0.02,0.09,3.928,12,10.784,5.38,-0.91,-0.78,0.51,0.59,-0.01,0.18,0,65535,,,0,8246
39,2016,09,26,73944282,64,6.9,-3276.8,-33,0.03,0.09,3.928,11,8.704,8.42,-0.95,-0.8,0.46,0.59,-0.01,0.18,0,65535,,,0,8246
40,2016,09,26,73945283,65,7.1,-3276.8,-33,0.01,0.04,3.928,10,8.704,10.04,-0.9,-0.8,0.49,0.57,0.13,0.18,0,65535,,,0,8246
41,2016,09,26,73946286,65,7.1,-3276.8,-33,0.01,0.03,3.928,10,8.844,5.72,-0.9,-0.81,0.53,0.59,0.14,0.18,0,65535,,,0,8246
42,2016,09,26,73947281,65,7.3,-3276.8,-33,0.01,0.06,3.928,9,8.844,6.32,-0.89,-0.8,0.51,0.59,0.1,0.18,0,65535,,,0,8246
43,2016,09,26,73948282,65,7.3,-3276.8,-33,0.01,0.04,3.928,9,36.66,6.94,-0.9,-0.79,0.51,0.59,0.14,0.18,0,65535,,,0,8246
44,2016,09,26,73949285,65,7.5,-3276.8,-33,0.03,0.07,3.928,8,36.66,14.34,-0.92,-0.79,0.49,0.6,0.09,0.19,0,65535,,,0,8246
45,2016,09,26,73950282,65,7.5,-3276.8,-33,0.04,0.12,3.928,7,36.66,15.9,-0.96,-0.79,0.46,0.61,0.04,0.2,0,65535,,,0,8246
46,2016,09,26,73951282,65,7.3,-3276.8,-33,0.01,0.04,3.928,7,36.66,13.04,-0.9,-0.81,0.53,0.6,0.14,0.18,0,65535,,,0,8246
47,2016,09,26,73952283,0,7.3,-3276.8,-33,0.01,0.04,3.928,6,0.8,7.44,-0.9,-0.79,0.5,0.59,0.14,0.19,0,65535,,,0,-24522
48,2016,09,26,73953283,0,7.5,-3276.8,-33,0.02,0.04,3.928,6,0.8,3.42,-0.91,-0.8,0.5,0.59,0.13,0.18,0,65535,,,0,-24522
49,2016,09,26,73954283,0,7.5,-3276.8,-33,0.01,0.04,3.928,7,0.8,1.48,-0.89,-0.8,0.51,0.59,0.13,0.19,0,65535,,,0,8246
50,2016,09,26,73955285,0,7.6,-3276.8,-33,0.01,0.06,3.928,7,0.8,3.4,-0.9,-0.79,0.5,0.59,0.14,0.18,0,65535,,,0,8246
51,2016,09,26,73956285,0,7.6,-3276.8,-33,0.01,0.03,3.928,6,0.8,4.4,-0.89,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,8246
52,2016,09,26,73957285,65,7.8,-3276.8,-33,0.01,0.04,3.928,6,0.8,4.88,-0.89,-0.8,0.51,0.59,0.14,0.18,0,65535,,,0,-24522
53,2016,09,26,73958285,73,7.8,-3276.8,-33,0.01,0.04,3.928,5,36.82,4.8,-0.91,-0.79,0.51,0.59,0.14,0.18,0,65535,,,0,8246
54,2016,09,26,73959286,77,7.6,-3276.8,-33,0.01,0.03,3.928,5,36.82,4.14,-0.9,-0.81,0.5,0.59,0.14,0.18,0,65535,,,1,-24522
55,2016,09,26,73960285,79,7.6,-3276.8,-33,0.01,0.04,3.928,4,34.5,7.52,-0.91,-0.81,0.5,0.59,0.14,0.18,0,65535,,,0,8246
56,2016,09,26,73961285,74,7.4,-3276.8,-33,0.02,0.13,3.928,4,34.5,5.6,-0.91,-0.8,0.5,0.59,0.13,0.36,0,65535,,,0,8246
57,2016,09,26,73962286,69,7.4,-3276.8,-33,0.01,0.04,3.928,4,34.58,5.7,-0.9,-0.8,0.5,0.59,0.1,0.18,0,65535,,,0,8246
58,2016,09,26,73963285,67,7.3,-3276.8,-33,0.01,0.03,3.928,3,34.58,8.76,-0.89,-0.81,0.51,0.59,0.14,0.18,0,65535,,,0,8246
59,2016,09,26,73964283,66,7.3,-3276.8,-33,0.01,0.03,3.928,3,34.06,7.9,-0.9,-0.8,0.51,0.59,0.14,0.18,0,65535,,,0,-24522
60,2016,09,26,73965285,65,6.9,-3276.8,-33,0.01,0.04,3.928,3,34.06,4.72,-0.9,-0.81,0.5,0.57,0.13,0.18,0,65535,,,0,-24522
61,2016,09,26,73966285,65,6.9,-3276.8,-33,0.02,0.06,3.928,3,34.06,5.32,-0.92,-0.8,0.51,0.57,0.13,0.18,0,65535,,,0,8246
62,2016,09,26,73967285,65,6.5,-3276.8,-33,0.01,0.03,3.928,2,34.06,6.32,-0.9,-0.81,0.53,0.59,0.14,0.18,0,65535,,,0,8246
63,2016,09,26,73968285,65,6.5,-3276.8,-33,0.01,0.04,3.928,2,34.06,4.3,-0.9,-0.8,0.5,0.59,0.14,0.18,0,65535,,,0,-24522
64,2016,09,26,73969285,65,6.5,-3276.8,-33,0.01,0.06,3.928,2,34.06,5.7,-0.91,-0.79,0.5,0.57,0.14,0.18,0,65535,,,0,-24522
65,2016,09,26,73970285,65,6.5,-3276.8,-33,0.01,0.04,3.928,2,33.98,5.84,-0.9,-0.81,0.51,0.59,0.1,0.19,0,65535,,,1,-24522
66,2016,09,26,73971285,65,6.4,-3276.8,-33,0.01,0.04,3.928,2,33.98,5.5,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
67,2016,09,26,73972285,65,6.4,-3276.8,-33,0.02,0.04,3.928,1,29.52,4.24,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
68,2016,09,26,73973287,65,6.1,-3276.8,-33,0.01,0.04,3.928,2,29.52,3.56,-0.89,-0.8,0.5,0.59,0.12,0.18,0,65535,,,1,-24522
69,2016,09,26,73974287,65,6.1,-3276.8,-33,0.01,0.04,3.928,2,29.52,6.24,-0.9,-0.8,0.51,0.59,0.14,0.18,0,65535,,,1,-24522
70,2016,09,26,73975288,65,6.1,-3276.8,-33,0.01,0.04,3.928,1,29.52,5.76,-0.91,-0.8,0.5,0.59,0.14,0.18,0,65535,,,1,-24522
71,2016,09,26,73976285,65,6.1,-3276.8,-33,0.01,0.04,3.928,1,29.52,5.4,-0.91,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
72,2016,09,26,73977288,65,6.1,-3276.8,-33,0.01,0.03,3.928,1,29.52,7.5,-0.89,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
73,2016,09,26,73978289,65,6.1,-3276.8,-33,0.01,0.03,3.928,1,29.52,4.96,-0.89,-0.8,0.53,0.59,0.13,0.19,0,65535,,,1,-24522
74,2016,09,26,73979287,65,6.1,-3276.8,-33,0.01,0.03,3.928,1,29.52,3.46,-0.89,-0.8,0.53,0.59,0.14,0.18,0,65535,,,1,-24522
75,2016,09,26,73980294,64,6.1,-3276.8,-33,0.01,0.04,3.928,1,26.76,4.54,-0.9,-0.8,0.51,0.59,0.14,0.19,0,65535,,,1,-24522
76,2016,09,26,73981288,64,6.1,-3276.8,-33,0.01,0.03,3.928,1,26.76,3.06,-0.89,-0.8,0.51,0.59,0.12,0.18,0,65535,,,1,-24522
77,2016,09,26,73982289,64,6.1,-3276.8,-33,0.01,0.03,3.928,1,26.76,3.8,-0.9,-0.8,0.53,0.57,0.12,0.18,0,65535,,,1,-24522
78,2016,09,26,73983291,64,6.1,-3276.8,-33,0.01,0.04,3.928,1,26.76,11.52,-0.91,-0.81,0.5,0.57,0.13,0.18,0,65535,,,0,8246
79,2016,09,26,73984289,64,6.1,-3276.8,-33,0.01,0.06,3.928,1,26.76,7.46,-0.9,-0.8,0.51,0.6,0.13,0.18,0,65535,,,0,8246
80,2016,09,26,73985288,64,6.4,-3276.8,-33,0.01,0.03,3.928,1,26.76,5.22,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
81,2016,09,26,73986293,64,6.4,-3276.8,-33,0.01,0.03,3.928,1,19.48,4.12,-0.9,-0.8,0.51,0.59,0.12,0.19,0,65535,,,1,-24522
82,2016,09,26,73987288,64,6.9,-3276.8,-33,0.01,0.03,3.928,1,19.48,2.98,-0.9,-0.8,0.51,0.57,0.13,0.18,0,65535,,,1,-24522
83,2016,09,26,73988287,64,6.9,-3276.8,-33,0.01,0.04,3.928,1,19.48,6.4,-0.9,-0.8,0.51,0.57,0.14,0.18,0,65535,,,0,8246
84,2016,09,26,73989287,64,7.1,-3276.8,-33,0.01,0.06,3.928,1,19.48,5.18,-0.91,-0.8,0.51,0.57,0.14,0.18,0,65535,,,0,-24522
85,2016,09,26,73990287,0,7.1,-3276.8,-33,0.01,0.04,3.928,1,0.8,4.14,-0.89,-0.79,0.53,0.59,0.13,0.18,0,65535,,,0,-24522
86,2016,09,26,73991287,62,7.3,-3276.8,-33,0.01,0.04,3.928,1,0.8,4.74,-0.9,-0.8,0.53,0.59,0.14,0.19,0,65535,,,3,-24522
87,2016,09,26,73992289,59,7.3,-3276.8,-33,0.01,0.03,3.928,1,41.82,3.26,-0.91,-0.81,0.51,0.59,0.14,0.18,0,65535,,,3,-24522
88,2016,09,26,73993289,54,7.5,-3276.8,-33,0.01,0.03,3.928,1,41.82,3.72,-0.9,-0.8,0.53,0.6,0.14,0.18,0,65535,,,3,-24522
89,2016,09,26,73994291,52,7.5,-3276.8,-33,0.01,0.04,3.928,1,23.7,3.04,-0.89,-0.79,0.51,0.59,0.14,0.18,0,65535,,,3,-24522
90,2016,09,26,73995290,51,7.3,-3276.8,-33,0.01,0.03,3.928,1,23.7,3.04,-0.9,-0.81,0.51,0.59,0.12,0.19,0,65535,,,3,-24522
91,2016,09,26,73996291,50,7.3,-3276.8,-33,0.01,0.04,3.928,1,13.4,3.76,-0.89,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
92,2016,09,26,73997291,42,7.5,-3276.8,-33,0.01,0.04,3.928,1,13.4,3.98,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,8246
93,2016,09,26,73998290,38,7.5,-3276.8,-33,0.02,0.03,3.928,1,13.4,2.08,-0.9,-0.8,0.51,0.6,0.13,0.18,0,65535,,,0,-24522
94,2016,09,26,73999290,37,7.9,-3276.8,-33,0.01,0.06,3.928,1,13.4,2.48,-0.91,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,8246
95,2016,09,26,74000291,37,7.9,-3276.8,-33,0.01,0.03,3.927,1,13.4,4.32,-0.89,-0.81,0.51,0.57,0.13,0.19,0,65535,,,0,8246
96,2016,09,26,74001291,35,8.3,-3276.8,-33,0.02,0.03,3.927,2,13.4,2.44,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,-24522
97,2016,09,26,74002291,35,8.3,-3276.8,-33,0.02,0.09,3.927,2,13.4,1.86,-0.9,-0.79,0.46,0.61,0.09,0.18,0,65535,,,0,-32714
98,2016,09,26,74003291,35,9,-3276.8,-33,0.01,0.03,3.927,2,13.4,1.74,-0.89,-0.8,0.51,0.59,0.12,0.18,0,65535,,,0,-32714
99,2016,09,26,74004291,34,9,-3276.8,-33,0.03,0.03,3.927,2,13.4,0.9,-0.89,-0.79,0.53,0.59,0.13,0.18,0,65535,,,3,-32714
100,2016,09,26,74005292,34,9.6,-3276.8,-33,0.01,0.07,3.927,2,13.4,1.06,-0.89,-0.79,0.49,0.61,0.1,0.2,0,65535,,,3,-32714
101,2016,09,26,74006291,35,9.6,-3276.8,-33,0.01,0.13,3.927,2,13.4,3.26,-0.89,-0.79,0.53,0.6,0.13,0.36,0,65535,,,3,-32714
102,2016,09,26,74007293,36,9.8,-3276.8,-33,0.01,0.03,3.927,2,13.4,1.72,-0.89,-0.8,0.53,0.59,0.12,0.18,0,65535,,,3,-32714
103,2016,09,26,74008293,36,9.8,-3276.8,-33,0.01,0.03,3.927,2,13.4,0.84,-0.87,-0.8,0.53,0.59,0.13,0.18,0,65535,,,3,-32714
104,2016,09,26,74009293,37,10.4,-3276.8,-33,0.02,0.1,3.927,2,13.4,1.98,-0.9,-0.81,0.53,0.57,-0.01,0.18,0,65535,,,3,-32714
105,2016,09,26,74010293,37,10.4,-3276.8,-33,0.01,0.06,3.927,2,13.4,2.56,-0.91,-0.78,0.51,0.59,0.13,0.18,0,65535,,,0,8246
106,2016,09,26,74011300,38,11.1,-3276.8,-33,0.01,0.03,3.927,2,13.4,1.62,-0.9,-0.8,0.53,0.59,0.13,0.18,0,65535,,,3,-32714
107,2016,09,26,74012296,38,11.1,-3276.8,-33,0.02,0.04,3.927,2,13.4,1.76,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,3,-32714
108,2016,09,26,74013294,38,11.8,-3276.8,-33,0.02,0.03,3.927,2,13.4,2.5,-0.89,-0.81,0.51,0.57,0.12,0.18,0,65535,,,3,-24522
109,2016,09,26,74014294,38,11.8,-3276.8,-33,0.01,0.1,3.927,2,13.4,1.3,-0.87,-0.8,0.53,0.57,-0.01,0.18,0,65535,,,3,-24522
110,2016,09,26,74015294,38,12.7,-3276.8,-33,0.01,0.04,3.927,2,13.4,3.98,-0.9,-0.8,0.53,0.59,0.12,0.18,0,65535,,,0,8246
111,2016,09,26,74016295,38,12.7,-3276.8,-33,0.01,0.04,3.927,2,13.4,3,-0.91,-0.79,0.53,0.59,0.13,0.19,0,65535,,,0,8246
112,2016,09,26,74017292,39,13.2,-3276.8,-33,0.02,0.1,3.927,2,13.4,2.94,-0.9,-0.79,0.51,0.59,-0.01,0.18,0,65535,,,0,-24522
113,2016,09,26,74018295,38,13.2,-3276.8,-33,0.01,0.04,3.927,2,13.4,2.76,-0.9,-0.81,0.53,0.57,0.13,0.19,0,65535,,,3,-32714
114,2016,09,26,74019296,38,13.7,-3276.8,-33,0.02,0.06,3.927,2,13.4,3.06,-0.9,-0.79,0.53,0.59,0.13,0.19,0,65535,,,3,-32714
115,2016,09,26,74020293,39,13.7,-3276.8,-33,0.01,0.04,3.927,2,13.4,2,-0.9,-0.79,0.51,0.57,0.12,0.18,0,65535,,,3,-32714
116,2016,09,26,74021295,39,14.4,-3276.8,-33,0.01,0.04,3.927,2,13.4,4.56,-0.9,-0.8,0.53,0.59,0.12,0.18,0,65535,,,3,-32714
117,2016,09,26,74022296,39,14.4,-3276.8,-33,0.01,0.04,3.927,2,13.4,3.36,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,3,-32714
118,2016,09,26,74023295,39,14.8,-3276.8,-33,0.01,0.04,3.927,2,13.4,1.76,-0.89,-0.79,0.53,0.57,0.13,0.18,0,65535,,,3,-32714
119,2016,09,26,74024296,40,14.8,-3276.8,-33,0.02,0.06,3.927,2,13.4,3.7,-0.91,-0.8,0.51,0.59,0.12,0.18,0,65535,,,3,-32714
120,2016,09,26,74025296,40,15.1,-3276.8,-33,0.01,0.06,3.927,2,13.4,3.02,-0.9,-0.79,0.53,0.59,0.12,0.18,0,65535,,,1,-24522
121,2016,09,26,74026296,40,15.1,-3276.8,-33,0.01,0.03,3.927,2,13.4,2.2,-0.89,-0.81,0.51,0.59,0.13,0.18,0,65535,,,1,-32714
122,2016,09,26,74027296,40,15.7,-3276.8,-33,0.01,0.04,3.927,1,13.4,3.8,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-32714
123,2016,09,26,74028296,41,15.7,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.66,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,8246
124,2016,09,26,74029296,41,16.2,-3276.8,-33,0.01,0.03,3.927,1,13.4,1.48,-0.89,-0.8,0.51,0.6,0.14,0.18,0,65535,,,0,-32714
125,2016,09,26,74030297,41,16.2,-3276.8,-33,0.01,0.03,3.927,2,13.4,4.98,-0.89,-0.8,0.51,0.59,0.14,0.18,0,65535,,,0,-32714
126,2016,09,26,74031297,41,16.4,-3276.8,-33,0.01,0.03,3.927,1,13.4,3.5,-0.87,-0.8,0.51,0.59,0.13,0.18,0,65535,,,0,8246
127,2016,09,26,74032295,41,16.4,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.22,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-32714
128,2016,09,26,74033298,42,16.9,-3276.8,-33,0.01,0.04,3.927,1,13.4,5.56,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-32714
129,2016,09,26,74034297,42,16.9,-3276.8,-33,0.02,0.06,3.927,1,13.4,3.46,-0.91,-0.81,0.51,0.59,0.13,0.19,0,65535,,,1,-24522
130,2016,09,26,74035297,42,17.3,-3276.8,-33,0.01,0.04,3.927,1,13.4,2.9,-0.9,-0.79,0.53,0.6,0.13,0.18,0,65535,,,1,-24522
131,2016,09,26,74036298,42,17.3,-3276.8,-33,0.01,0.09,3.927,1,13.4,4.56,-0.9,-0.81,0.39,0.59,0.13,0.18,0,65535,,,1,-24522
132,2016,09,26,74037298,42,17.6,-3276.8,-33,0.02,0.1,3.927,1,13.4,2.54,-0.91,-0.79,0.53,0.59,-0.01,0.18,0,65535,,,1,-24522
133,2016,09,26,74038299,44,17.6,-3276.8,-33,0.02,0.04,3.927,1,13.4,3.22,-0.91,-0.8,0.51,0.59,0.12,0.18,0,65535,,,1,-24522
134,2016,09,26,74039300,45,18,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.88,-0.9,-0.81,0.51,0.59,0.1,0.18,0,65535,,,1,-24522
135,2016,09,26,74040295,46,18,-3276.8,-33,0.01,0.03,3.927,1,13.4,1.56,-0.9,-0.8,0.53,0.59,0.13,0.18,0,65535,,,1,-24522
136,2016,09,26,74041297,47,18,-3276.8,-33,0.01,0.04,3.927,1,13.4,3.44,-0.9,-0.8,0.5,0.6,0.13,0.18,0,65535,,,1,-24522
137,2016,09,26,74042296,47,18,-3276.8,-33,0.02,0.03,3.927,1,13.4,2.78,-0.89,-0.81,0.51,0.59,0.12,0.18,0,65535,,,1,-24522
138,2016,09,26,74043300,46,18.3,-3276.8,-33,0.02,0.12,3.927,1,13.4,1.8,-0.9,-0.8,0.51,0.59,0.12,0.34,0,65535,,,1,-24522
139,2016,09,26,74044299,47,18.3,-3276.8,-33,0.01,0.03,3.927,1,13.4,3.84,-0.89,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
140,2016,09,26,74045299,45,18.2,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.24,-0.89,-0.81,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
141,2016,09,26,74046300,44,18.2,-3276.8,-33,0.01,0.04,3.927,1,13.4,1.8,-0.9,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-32714
142,2016,09,26,74047300,45,18.2,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.32,-0.89,-0.81,0.51,0.59,0.13,0.18,0,65535,,,0,8246
143,2016,09,26,74048300,45,18.2,-3276.8,-33,0.01,0.04,3.927,1,13.4,1.78,-0.89,-0.79,0.5,0.59,0.12,0.18,0,65535,,,1,-32714
144,2016,09,26,74049301,46,18.2,-3276.8,-33,0.01,0.04,3.927,1,13.4,1.58,-0.91,-0.8,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
145,2016,09,26,74050300,46,18.2,-3276.8,-33,0.01,0.04,3.927,1,13.4,3.66,-0.91,-0.79,0.51,0.57,0.12,0.18,0,65535,,,1,-24522
146,2016,09,26,74051301,46,18.2,-3276.8,-33,0.02,0.13,3.927,1,13.4,2.66,-0.89,-0.8,0.53,0.59,0.12,0.36,0,65535,,,1,-24522
147,2016,09,26,74052301,46,18.2,-3276.8,-33,0.01,0.04,3.927,1,13.4,2.24,-0.89,-0.79,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
148,2016,09,26,74053301,46,17.9,-3276.8,-33,0.02,0.04,3.927,1,13.4,3.16,-0.9,-0.79,0.5,0.6,0.14,0.18,0,65535,,,1,-24522
149,2016,09,26,74054301,46,17.9,-3276.8,-33,0.01,0.04,3.927,1,13.4,1.64,-0.9,-0.79,0.53,0.59,0.13,0.18,0,65535,,,1,-24522
150,2016,09,26,74055306,46,17.3,-3276.8,-33,0.02,0.04,3.927,1,13.4,3,-0.91,-0.79,0.5,0.59,0.13,0.18,0,65535,,,1,-24522
151,2016,09,26,74056303,46,17.3,-3276.8,-33,0.01,0.03,3.927,1,13.4,2.84,-0.91,-0.81,0.51,0.59,0.13,0.18,0,65535,,,1,-24522
152,2016,09,26,74057302,46,17.1,-3276.8,-33,0.02,0.04,3.927,1,13.4,1.58,-0.9,-0.79,0.51,0.59,0.13,0.19,0,65535,,,1,-24522
153,2016,09,26,74058306,46,17.1,-3276.8,-33,0.02,0.04,3.927,1,13.4,2.84,-0.9,-0.8,0.5,0.59,0.13,0.18,0,65535,,,1,-24522
