SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
0,2016,09,26,59859114,50,16.5,-3276.8,-29,0.01,0.12,3.997,2,3.26,2.12,-0.95,-0.86,0.43,0.53,0.13,0.36,0,65535,,,1,-24510
1,2016,09,26,59860114,50,16.5,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.66,-0.95,-0.85,0.45,0.51,0.14,0.18,0,65535,,,1,-24510
2,2016,09,26,59861114,50,17.3,-3276.8,-29,0.01,0.03,3.997,2,3.22,1.56,-0.95,-0.86,0.44,0.51,0.14,0.18,0,65535,,,1,-24510
3,2016,09,26,59862114,50,17.3,-3276.8,-29,0.01,0.03,3.997,2,3.22,1.42,-0.93,-0.85,0.44,0.51,0.14,0.18,0,65535,,,1,-24510
4,2016,09,26,59863113,50,18,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.38,-0.96,-0.86,0.45,0.53,0.13,0.19,0,65535,,,1,-24510
5,2016,09,26,59864114,50,18,-3276.8,-29,0.01,0.1,3.997,2,3.22,1.24,-0.95,-0.86,0.43,0.53,-0.01,0.18,0,65535,,,1,-24510
6,2016,09,26,59865114,50,18.6,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.24,-0.96,-0.86,0.45,0.54,0.13,0.18,0,65535,,,0,8258
7,2016,09,26,59866116,50,18.6,-3276.8,-29,0.01,0.03,3.997,2,3.22,4.42,-0.95,-0.85,0.45,0.51,0.13,0.19,0,65535,,,0,8258
8,2016,09,26,59867114,50,19.1,-3276.8,-29,0.02,0.06,3.997,2,3.22,3.06,-0.93,-0.84,0.45,0.55,0.13,0.2,0,65535,,,0,8258
9,2016,09,26,59868115,50,19.1,-3276.8,-29,0.01,0.04,3.997,2,3.22,2.92,-0.93,-0.84,0.45,0.53,0.15,0.19,0,65535,,,1,-24510
10,2016,09,26,59869115,50,19.6,-3276.8,-29,0.01,0.03,3.997,2,3.22,2.2,-0.93,-0.85,0.45,0.51,0.13,0.19,0,65535,,,1,-24510
11,2016,09,26,59870115,49,19.6,-3276.8,-29,0.01,0.03,3.997,2,3.22,1.96,-0.95,-0.86,0.45,0.51,0.14,0.18,0,65535,,,1,-24510
12,2016,09,26,59871115,50,19.7,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.86,-0.93,-0.85,0.45,0.53,0.14,0.18,0,65535,,,1,-24510
13,2016,09,26,59872115,50,19.7,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.9,-0.93,-0.85,0.45,0.53,0.14,0.18,0,65535,,,1,-24510
14,2016,09,26,59873115,52,20.1,-3276.8,-29,0.01,0.04,3.997,2,3.22,1.84,-0.95,-0.85,0.44,0.53,0.13,0.18,0,65535,,,1,-24510
15,2016,09,26,59874115,52,20.1,-3276.8,-28,0.01,0.12,3.997,2,3.22,1.52,-0.95,-0.86,0.44,0.5,0.13,0.36,0,65535,,,1,-24510
16,2016,09,26,59875115,52,20.2,-3276.8,-29,0.01,0.03,3.997,2,3.22,1.3,-0.96,-0.87,0.43,0.51,0.13,0.18,0,65535,,,1,-24510
17,2016,09,26,59876116,52,20.2,-3276.8,-28,0.02,0.03,3.997,2,3.22,1.7,-0.95,-0.85,0.43,0.5,0.12,0.18,0,65535,,,1,-24510
18,2016,09,26,59877115,52,20.3,-3276.8,-29,0.03,0.04,3.997,2,3.22,1.74,-0.95,-0.85,0.43,0.51,0.12,0.18,0,65535,,,1,-24510
19,2016,09,26,59878116,52,20.3,-3276.8,-29,0.02,0.07,3.997,2,3.22,1.4,-0.93,-0.84,0.46,0.55,0.14,0.18,0,65535,,,1,-24510
20,2016,09,26,59879116,52,20.1,-3276.8,-29,0.01,0.1,3.997,2,3.22,1.24,-0.93,-0.85,0.46,0.53,-0.01,0.19,0,65535,,,1,-24510
21,2016,09,26,59880116,52,20.1,-3276.8,-29,0.01,0.03,3.997,2,3.22,1.46,-0.93,-0.84,0.46,0.53,0.14,0.18,0,65535,,,1,-24510
22,2016,09,26,59881116,52,19.6,-3276.8,-29,0.02,0.04,3.997,2,3.22,1.52,-0.95,-0.85,0.45,0.53,0.14,0.19,0,65535,,,1,-24510
23,2016,09,26,59882112,52,19.6,-3276.8,-29,0.06,0.04,3.997,3,3.22,0.92,-0.96,-0.86,0.43,0.51,0.13,0.19,0,65535,,,0,8258
24,2016,09,26,59883116,52,19.1,-3276.8,-27,0.07,0.14,3.997,4,3.22,2.14,-0.96,-0.81,0.4,0.56,0.03,0.24,0,65535,,,1,-24510
25,2016,09,26,59884114,51,19.1,-3276.8,-24,0.07,0.1,3.997,5,3.22,2.12,-0.96,-0.89,0.32,0.46,0.09,0.21,0,65535,,,0,8258
