SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
0,2016,09,26,54849610,0,13.7,-3276.8,16,0.15,0.31,4.033,10,0.8,11.08,-1.12,-0.73,0.2,0.59,-0.16,0.12,0,65535,,,0,8264
1,2016,09,26,54850608,0,13.9,-3276.8,15,0.06,0.18,4.033,9,0.8,5.1,-1.07,-0.86,0.2,0.34,-0.07,0.14,0,65535,,,0,8264
2,2016,09,26,54851609,0,13.9,-3276.8,-15,0.04,0.09,4.033,9,0.8,2.2,-1,-0.9,0.21,0.33,-0.02,0.12,0,65535,,,0,8264
3,2016,09,26,54852610,0,14,-3276.8,-14,0.04,0.09,4.033,8,0.8,1,-1.03,-0.87,0.16,0.31,-0.02,0.07,0,65535,,,0,8264
4,2016,09,26,54853609,0,14,-3276.8,-13,0.05,0.15,4.033,7,0.8,0.44,-1.08,-0.95,0.13,0.28,-0.03,0.18,0,65535,,,0,8264
5,2016,09,26,54854610,0,14.1,-3276.8,-9,0.15,0.18,4.033,7,0.8,0.2,-1.01,-0.97,0.01,0.19,0.1,0.18,0,65535,,,0,8264
6,2016,09,26,54855611,0,14.1,-3276.8,-10,0.06,0.12,4.033,6,0.8,0.08,-1,-0.97,0.03,0.13,0.12,0.18,0,65535,,,0,8264
7,2016,09,26,54856610,0,12.7,-3276.8,-10,0.03,0.12,4.033,6,0.8,0.04,-1,-0.97,0.03,0.13,0.12,0.18,0,65535,,,0,8264
8,2016,09,26,54857610,0,12.7,-3276.8,-10,0.03,0.06,4.033,5,0.8,0,-1,-0.97,0.06,0.14,0.1,0.18,0,65535,,,0,8264
9,2016,09,26,54858611,0,11.7,-3276.8,-11,0.02,0.07,4.033,5,0.8,0,-1.01,-0.95,0.08,0.2,0.12,0.18,0,65535,,,0,8264
10,2016,09,26,54859610,0,11.7,-3276.8,-11,0.02,0.06,4.033,5,0.8,0.1,-1,-0.96,0.09,0.19,0.1,0.18,0,65535,,,0,8264
11,2016,09,26,54860611,0,11.2,-3276.8,-12,0.02,0.04,4.033,4,0.8,0.2,-1,-0.96,0.12,0.19,0.12,0.18,0,65535,,,3,-24504
12,2016,09,26,54861611,0,11.2,-3276.8,-12,0.02,0.04,4.033,4,0.8,0.26,-1,-0.95,0.1,0.2,0.1,0.18,0,65535,,,3,-24504
13,2016,09,26,54862625,78,10.7,-3276.8,-13,0.01,0.06,4.033,4,0.8,0.26,-1,-0.93,0.15,0.22,0.12,0.18,0,65535,,,3,-24504
14,2016,09,26,54863613,96,10.7,-3276.8,-13,0.01,0.02,4.033,3,1.46,0.26,-1,-0.96,0.18,0.21,0.12,0.18,0,65535,,,3,-24504
