SeqNo,Year,Month,Day,ms,HR,BR,Temp,Posture,Activity,Peak Accel,BattV,BrWaveAmp,ECGAmp,ECGNoise,XAccelMin,XAccelPeak,YAccelMin,YAccelPeak,ZAccelMin,ZAccelPeak,SysCh,GSR,SPO2,BloodPrs,AlmStatus,LEDStatus
61,2016,09,26,53564403,79,17.1,-3276.8,15,0.02,0.1,4.04,10,9.264,4.7,-1,-0.93,0.24,0.34,-0.08,0.01,0,65535,,,0,8265
62,2016,09,26,53565405,80,17.1,-3276.8,15,0.02,0.09,4.04,9,9.264,2.02,-0.98,-0.95,0.22,0.3,-0.06,0.07,0,65535,,,0,8265
63,2016,09,26,53566405,80,17.5,-3276.8,15,0.01,0.1,4.04,8,0,0.92,-0.98,-0.95,0.22,0.3,-0.2,0,0,65535,,,0,8265
64,2016,09,26,53567403,80,17.5,-3276.8,15,0.02,0.04,4.04,7,0,0.4,-0.98,-0.95,0.21,0.3,-0.06,0,0,65535,,,0,8265
65,2016,09,26,53568403,80,17.9,-3276.8,15,0.01,0.06,4.04,6,0,0.18,-0.98,-0.95,0.24,0.32,-0.06,0.02,0,65535,,,0,8265
66,2016,09,26,53569405,80,17.9,-3276.8,15,0.02,0.04,4.04,6,0,9.28,-0.98,-0.93,0.24,0.32,-0.07,0.01,0,65535,,,0,8265
67,2016,09,26,53570405,80,18.2,-3276.8,15,0.01,0.04,4.04,5,0,4.28,-1.01,-0.95,0.24,0.32,-0.07,0.02,0,65535,,,0,8265
68,2016,09,26,53571405,0,18.2,-3276.8,15,0.02,0.03,4.04,4,0.8,1.84,-0.98,-0.93,0.25,0.32,-0.07,0.01,0,65535,,,0,8265
69,2016,09,26,53572405,0,16.4,-3276.8,15,0.02,0.03,4.04,4,0.8,0.84,-0.98,-0.95,0.22,0.31,-0.07,0.01,0,65535,,,0,8265
70,2016,09,26,53573399,0,16.4,-3276.8,15,0.01,0.08,4.04,4,0.8,0.36,-1,-0.93,0.21,0.34,-0.12,0.03,0,65535,,,0,8265
71,2016,09,26,53574406,0,15.4,-3276.8,15,0.01,0.04,4.04,3,0.8,3.78,-0.98,-0.93,0.22,0.32,-0.04,-0.01,0,65535,,,0,8265
72,2016,09,26,53575405,0,15.4,-3276.8,15,0.01,0.04,4.04,3,0.8,5.12,-0.98,-0.95,0.22,0.32,-0.06,0.01,0,65535,,,0,8265
73,2016,09,26,53576399,0,14.4,-3276.8,15,0.01,0.04,4.04,3,0.8,2.36,-0.98,-0.95,0.24,0.32,-0.06,0,0,65535,,,0,8265
74,2016,09,26,53577403,0,14.4,-3276.8,15,0.01,0.03,4.04,3,0.8,1.02,-0.98,-0.96,0.24,0.31,-0.08,0,0,65535,,,0,8265
75,2016,09,26,53578403,0,13.6,-3276.8,15,0.01,0.04,4.04,2,0.8,0.46,-0.98,-0.96,0.24,0.32,-0.06,0,0,65535,,,0,8265
76,2016,09,26,53579403,0,13.6,-3276.8,15,0.02,0.03,4.04,2,0.8,0.34,-0.98,-0.95,0.24,0.32,-0.04,0.01,0,65535,,,0,8265
77,2016,09,26,53580405,0,12.8,-3276.8,15,0.01,0.06,4.04,2,0.8,0.3,-1.02,-0.9,0.21,0.31,-0.09,0.03,0,65535,,,0,-24503
78,2016,09,26,53581405,65,12.8,-3276.8,15,0.01,0.03,4.04,2,0.8,0.26,-0.98,-0.95,0.22,0.3,-0.06,0,0,65535,,,0,-24503
79,2016,09,26,53582399,73,12.5,-3276.8,15,0.02,0.04,4.04,2,1.14,0.24,-1,-0.96,0.22,0.31,-0.08,0.01,0,65535,,,0,-24503
80,2016,09,26,53583403,69,12.5,-3276.8,15,0.01,0.03,4.04,2,1.14,0.22,-0.98,-0.95,0.21,0.31,-0.07,0.01,0,65535,,,0,-24503
81,2016,09,26,53584401,67,12.4,-3276.8,15,0.01,0.03,4.04,2,1.14,0.22,-0.98,-0.95,0.22,0.3,-0.04,0,0,65535,,,1,-24503
82,2016,09,26,53585405,66,12.4,-3276.8,15,0.01,0.03,4.04,2,1.14,0.22,-0.98,-0.95,0.22,0.3,-0.06,0,0,65535,,,1,-24503
83,2016,09,26,53586404,66,13,-3276.8,15,0.01,0.03,4.04,2,1.22,0.58,-0.98,-0.95,0.22,0.3,-0.07,-0.01,0,65535,,,1,-24503
84,2016,09,26,53587404,66,13,-3276.8,15,0.02,0.1,4.04,2,1.22,0.34,-1,-0.89,0.22,0.36,-0.2,0.01,0,65535,,,0,8265
85,2016,09,26,53588404,65,13.5,-3276.8,15,0.01,0.08,4.04,2,1.22,3.1,-1.01,-0.92,0.24,0.34,-0.04,0,0,65535,,,0,-24503
86,2016,09,26,53589404,65,13.5,-3276.8,15,0.01,0.03,4.04,2,1.22,1.34,-0.98,-0.95,0.24,0.31,-0.06,0,0,65535,,,0,8265
87,2016,09,26,53590404,65,14.2,-3276.8,15,0.02,0.04,4.04,2,1.22,0.62,-0.98,-0.93,0.24,0.31,-0.08,-0.01,0,65535,,,0,8265
88,2016,09,26,53591404,65,14.2,-3276.8,16,0.02,0.09,4.04,2,1.22,4.14,-1,-0.91,0.24,0.32,-0.12,0.01,0,65535,,,0,8265
89,2016,09,26,53592404,65,14.9,-3276.8,16,0.01,0.04,4.04,2,1.22,2.1,-1.01,-0.93,0.24,0.32,-0.08,0,0,65535,,,0,8265
90,2016,09,26,53593404,65,14.9,-3276.8,16,0.01,0.04,4.04,2,1.22,2.98,-0.98,-0.95,0.25,0.31,-0.07,0.01,0,65535,,,0,8265
91,2016,09,26,53594404,65,15.2,-3276.8,16,0.01,0.04,4.04,2,0.64,1.42,-0.98,-0.95,0.25,0.32,-0.08,-0.01,0,65535,,,0,8265
92,2016,09,26,53595405,65,15.2,-3276.8,16,0.01,0.04,4.04,2,0.64,0.6,-0.98,-0.95,0.24,0.32,-0.07,0,0,65535,,,0,8265
93,2016,09,26,53596405,65,15.5,-3276.8,16,0.01,0.03,4.04,2,0.64,0.52,-0.97,-0.93,0.25,0.32,-0.07,0,0,65535,,,0,8265
94,2016,09,26,53597404,0,15.5,-3276.8,16,0.01,0.04,4.04,2,0.8,0.36,-0.98,-0.95,0.24,0.33,-0.08,-0.01,0,65535,,,0,-24503
95,2016,09,26,53598405,57,16,-3276.8,17,0.01,0.03,4.04,2,0.8,0.3,-0.98,-0.95,0.25,0.32,-0.08,-0.01,0,65535,,,3,-24503
96,2016,09,26,53599405,66,16,-3276.8,17,0.01,0.04,4.04,2,1.04,0.28,-0.98,-0.95,0.25,0.34,-0.08,-0.01,0,65535,,,3,-24503
97,2016,09,26,53600405,72,16.8,-3276.8,17,0.01,0.04,4.04,2,1.04,0.26,-0.98,-0.95,0.25,0.34,-0.08,0,0,65535,,,3,-24503
98,2016,09,26,53601405,74,16.8,-3276.8,17,0.01,0.03,4.04,2,0.98,0.24,-0.98,-0.93,0.25,0.32,-0.08,-0.01,0,65535,,,3,-24503
99,2016,09,26,53602405,75,17.5,-3276.8,17,0.01,0.03,4.04,2,0.98,0.24,-0.98,-0.95,0.25,0.33,-0.07,-0.01,0,65535,,,3,-24503
100,2016,09,26,53603406,75,17.5,-3276.8,17,0.01,0.03,4.04,2,0.76,0.24,-0.98,-0.95,0.26,0.32,-0.07,-0.01,0,65535,,,1,-24503
101,2016,09,26,53604403,75,18.2,-3276.8,17,0.01,0.03,4.04,2,0.76,0.22,-0.97,-0.95,0.26,0.33,-0.08,-0.01,0,65535,,,1,-24503
102,2016,09,26,53605404,76,18.2,-3276.8,17,0.01,0.03,4.04,2,0.9,0.2,-0.98,-0.95,0.25,0.33,-0.07,-0.01,0,65535,,,1,-24503
103,2016,09,26,53606407,76,18.5,-3276.8,17,0.01,0.04,4.04,2,0.9,0.24,-0.98,-0.93,0.26,0.34,-0.09,-0.01,0,65535,,,1,-24503
104,2016,09,26,53607404,76,18.5,-3276.8,17,0.01,0.03,4.04,1,0.9,0.3,-0.98,-0.95,0.25,0.33,-0.07,-0.01,0,65535,,,1,-24503
105,2016,09,26,53608407,76,18.7,-3276.8,17,0.01,0.03,4.04,1,0.9,0.26,-0.98,-0.93,0.25,0.33,-0.07,-0.01,0,65535,,,0,8265
106,2016,09,26,53609408,76,18.7,-3276.8,16,0.04,0.09,4.04,1,1.06,0.28,-0.98,-0.95,0.21,0.34,-0.13,0.01,0,65535,,,1,-24503
107,2016,09,26,53610408,77,18.9,-3276.8,15,0.02,0.04,4.04,1,1.06,0.24,-0.98,-0.95,0.22,0.3,-0.09,-0.01,0,65535,,,1,-24503
108,2016,09,26,53611408,77,18.9,-3276.8,15,0.01,0.03,4.04,1,1.08,0.22,-0.98,-0.95,0.22,0.3,-0.09,-0.01,0,65535,,,1,-24503
109,2016,09,26,53612409,77,19.1,-3276.8,15,0.01,0.03,4.04,1,1.08,0.2,-0.97,-0.95,0.22,0.31,-0.09,-0.01,0,65535,,,1,-24503
110,2016,09,26,53613407,77,19.1,-3276.8,15,0.02,0.03,4.04,1,1.18,0.18,-0.98,-0.95,0.22,0.31,-0.09,-0.01,0,65535,,,1,-24503
111,2016,09,26,53614409,77,19,-3276.8,15,0.01,0.03,4.04,1,1.18,4.36,-0.98,-0.95,0.22,0.32,-0.08,-0.01,0,65535,,,0,8265
112,2016,09,26,53615411,77,19,-3276.8,15,0.02,0.04,4.04,1,1.18,5.52,-0.98,-0.95,0.2,0.31,-0.08,-0.01,0,65535,,,1,-24503
113,2016,09,26,53616411,77,19.2,-3276.8,15,0.02,0.06,4.04,1,1.18,7,-1,-0.95,0.2,0.3,-0.1,-0.01,0,65535,,,0,8265
114,2016,09,26,53617411,77,19.2,-3276.8,15,0.01,0.03,4.04,1,1.18,3.02,-0.98,-0.95,0.24,0.3,-0.09,-0.02,0,65535,,,0,8265
115,2016,09,26,53618406,77,19.4,-3276.8,15,0.01,0.04,4.04,1,1.18,1.48,-1,-0.95,0.22,0.31,-0.09,-0.02,0,65535,,,0,8265
116,2016,09,26,53619409,77,19.4,-3276.8,15,0.01,0.03,4.04,1,1.18,0.92,-0.98,-0.96,0.22,0.31,-0.09,-0.02,0,65535,,,0,-24503
117,2016,09,26,53620411,77,19.5,-3276.8,15,0.01,0.03,4.04,1,1.18,0.58,-1,-0.95,0.22,0.3,-0.08,-0.02,0,65535,,,0,-24503
118,2016,09,26,53621411,76,19.5,-3276.8,15,0.01,0.03,4.04,1,0.74,0.4,-0.98,-0.95,0.22,0.3,-0.09,-0.02,0,65535,,,0,-24503
119,2016,09,26,53622409,76,19.7,-3276.8,15,0.01,0.03,4.04,1,0.74,1.98,-0.98,-0.95,0.22,0.31,-0.08,-0.02,0,65535,,,0,-24503
120,2016,09,26,53623409,76,19.7,-3276.8,14,0.02,0.03,4.04,1,0.74,0.86,-1,-0.95,0.21,0.28,-0.08,-0.01,0,65535,,,0,8265
121,2016,09,26,53624412,76,19.5,-3276.8,14,0.01,0.03,4.04,1,0.74,0.38,-1,-0.95,0.21,0.26,-0.08,-0.01,0,65535,,,0,8265
122,2016,09,26,53625411,76,19.5,-3276.8,14,0.02,0.07,4.04,1,0,0.16,-0.98,-0.95,0.2,0.28,-0.13,-0.01,0,65535,,,0,8265
123,2016,09,26,53626413,76,19.4,-3276.8,14,0.01,0.06,4.04,1,0,4.26,-0.98,-0.95,0.21,0.27,-0.12,0,0,65535,,,0,8265
124,2016,09,26,53627413,76,19.4,-3276.8,13,0.01,0.03,4.04,1,0,10.48,-0.98,-0.95,0.21,0.26,-0.06,0,0,65535,,,1,-24503
125,2016,09,26,53628414,76,19.5,-3276.8,14,0.01,0.03,4.04,1,0,4.82,-0.98,-0.95,0.21,0.27,-0.08,-0.01,0,65535,,,1,-24503
126,2016,09,26,53629414,76,19.5,-3276.8,13,0.01,0.03,4.04,1,0,3.22,-1,-0.96,0.21,0.27,-0.07,0,0,65535,,,0,8265
127,2016,09,26,53630414,76,19.4,-3276.8,13,0.01,0.04,4.04,1,0,5.94,-1,-0.95,0.2,0.28,-0.07,-0.01,0,65535,,,0,-24503
128,2016,09,26,53631414,76,19.4,-3276.8,13,0.01,0.03,4.04,1,0,3.5,-0.98,-0.95,0.21,0.27,-0.06,-0.01,0,65535,,,0,-24503
129,2016,09,26,53632414,0,19.5,-3276.8,13,0.01,0.02,4.04,1,0.8,1.6,-0.98,-0.95,0.21,0.26,-0.07,-0.01,0,65535,,,0,8265
130,2016,09,26,53633411,0,19.5,-3276.8,13,0.01,0.03,4.04,1,0.8,6.2,-1,-0.96,0.21,0.27,-0.07,0,0,65535,,,0,8265
131,2016,09,26,53634411,0,19.7,-3276.8,10,0.1,0.19,4.04,1,0.8,2.86,-1.02,-0.95,-0.01,0.24,-0.07,0.02,0,65535,,,0,8265
132,2016,09,26,53635411,0,19.7,-3276.8,10,0.07,0.18,4.04,2,0.8,8.12,-1.01,-0.95,0,0.3,-0.06,0.01,0,65535,,,0,8265
133,2016,09,26,53636416,0,19.8,-3276.8,12,0.05,0.1,4.04,2,0.8,3.74,-0.98,-0.95,0.21,0.28,-0.09,-0.02,0,65535,,,0,8265
134,2016,09,26,53637414,0,19.8,-3276.8,12,0.02,0.04,4.04,1,0.8,1.6,-1,-0.96,0.21,0.27,-0.07,-0.01,0,65535,,,0,8265
135,2016,09,26,53638414,0,19.6,-3276.8,12,0.01,0.04,4.04,2,0.8,0.74,-1.01,-0.95,0.21,0.27,-0.08,-0.02,0,65535,,,0,8265
136,2016,09,26,53639414,0,19.6,-3276.8,12,0.01,0.03,4.04,1,0.8,0.32,-0.98,-0.96,0.21,0.25,-0.07,-0.01,0,65535,,,0,8265
137,2016,09,26,53640415,0,19.2,-3276.8,13,0.01,0.04,4.04,1,0.8,0.14,-0.98,-0.95,0.21,0.27,-0.09,-0.01,0,65535,,,0,8265
138,2016,09,26,53641415,0,19.2,-3276.8,13,0.01,0.03,4.04,1,0.8,4.4,-1,-0.96,0.21,0.27,-0.09,-0.01,0,65535,,,0,8265
139,2016,09,26,53642415,0,18.8,-3276.8,13,0.01,0.03,4.04,1,0.8,2.02,-1,-0.95,0.21,0.28,-0.1,-0.02,0,65535,,,0,8265
140,2016,09,26,53643415,0,18.8,-3276.8,13,0.01,0.03,4.04,2,0.8,1.52,-0.98,-0.95,0.21,0.28,-0.09,-0.02,0,65535,,,0,8265
141,2016,09,26,53644415,0,18.4,-3276.8,13,0.01,0.03,4.04,1,0.8,5.46,-0.98,-0.95,0.21,0.28,-0.09,-0.02,0,65535,,,0,8265
142,2016,09,26,53645415,0,18.4,-3276.8,13,0.01,0.03,4.04,2,0.8,2.36,-1,-0.96,0.21,0.26,-0.09,-0.01,0,65535,,,0,8265
143,2016,09,26,53646415,0,18.1,-3276.8,13,0.01,0.03,4.04,2,0.8,3.74,-0.98,-0.95,0.21,0.26,-0.08,-0.01,0,65535,,,0,-24503
144,2016,09,26,53647414,60,18.1,-3276.8,13,0.01,0.04,4.04,2,0.8,2.7,-0.98,-0.95,0.21,0.28,-0.09,-0.01,0,65535,,,3,-24503
145,2016,09,26,53648415,63,17.8,-3276.8,13,0.01,0.02,4.04,1,2.484,1.5,-0.98,-0.95,0.21,0.26,-0.08,-0.03,0,65535,,,3,-24503
146,2016,09,26,53649415,59,17.8,-3276.8,13,0.01,0.04,4.04,1,2.484,1.54,-0.98,-0.95,0.21,0.28,-0.08,-0.01,0,65535,,,3,-24503
147,2016,09,26,53650414,54,17.5,-3276.8,14,0.01,0.03,4.04,1,2.484,0.76,-0.98,-0.95,0.21,0.27,-0.08,-0.02,0,65535,,,3,-24503
148,2016,09,26,53651415,52,17.5,-3276.8,13,0.01,0.04,4.04,1,2.484,1.4,-0.98,-0.95,0.21,0.28,-0.1,-0.03,0,65535,,,3,-24503
149,2016,09,26,53652415,51,17.3,-3276.8,14,0.02,0.03,4.04,2,7.644,4.94,-1,-0.95,0.21,0.28,-0.08,-0.01,0,65535,,,0,8265
150,2016,09,26,53653414,50,17.3,-3276.8,13,0.02,0.07,4.04,2,7.644,4.58,-1.02,-0.95,0.21,0.28,-0.13,0.03,0,65535,,,0,8265
151,2016,09,26,53654415,50,17.3,-3276.8,13,0.01,0.13,4.04,2,0.16,2.1,-1,-0.77,0.21,0.25,-0.07,0.04,0,65535,,,0,8265
152,2016,09,26,53655415,50,17.3,-3276.8,13,0.01,0.03,4.04,2,0.16,0.9,-0.98,-0.95,0.2,0.26,-0.08,-0.01,0,65535,,,0,8265
153,2016,09,26,53656414,50,17.1,-3276.8,13,0.01,0.03,4.04,2,0,0.42,-1,-0.96,0.21,0.27,-0.08,-0.01,0,65535,,,0,8265
154,2016,09,26,53657415,50,17.1,-3276.8,13,0.01,0.04,4.04,2,0,0.18,-1,-0.95,0.2,0.28,-0.07,-0.01,0,65535,,,0,8265
155,2016,09,26,53658415,50,17.2,-3276.8,13,0.01,0.03,4.04,2,0,0.08,-0.98,-0.96,0.21,0.26,-0.08,-0.01,0,65535,,,0,8265
